,Unnamed: 0,Contents,Date,Summary,Title,URL,lemma,stemm,token
13,16,"Have you ever imagined yourself creating a complex machine part or even a human windpipe on a screen, then seeing it take on physical form right before your eyes  Or leading a team of tireless workers who need to be reprogrammed once in a while  These are jobs already being done by 3D designers and robot coordinators. Not many people have the skills to do these jobs yet, because they have not been around for long.  At least not in a big way.  But in the economy of the future, you can expect more jobs like these to be created.     Children learning how to make their own robots using Lego pieces during a holiday workshop on robotics and game design at In3Labs. Robots and computer programs are helping do jobs ranging from delivering room service to providing financial advice, and workers in some industries are already feeling the heat. ST PHOTO: LAU FOOK KONG     While it is hard to identify the specific skills students and workers need to acquire to keep up with these changes, one skill that will come in handy is the ability to continually learn new things.  As Manpower Minister Lim Swee Say said earlier this month, as businesses transform, more old jobs will be destroyed. But new jobs will be created and existing jobs will be transformed too.  What this means for workers is that instead of staying with a single employer for life, it will be common to move through multiple employers - and take on multiple careers - throughout one's working life.  ""Each time we move from one career to another career, we will have to learn new skills and adapt to a new environment to regain our employability, time and time again,"" Mr Lim said.  Understandably, many workers are worried about adapting to these changes, and concerned about how their livelihoods will be affected.  With robots and advanced computer programs helping do jobs ranging from delivering room service to providing financial advice, workers in some industries are already feeling the heat.  But technology also creates new products, such as 3D printing for companies to make prototypes quickly rather than outsourcing this process, and jobs, such as for rapid prototyping technicians.  Jobs will disappear. But better- quality ones will be created.  For example, in advanced manufacturing, some 23,000 jobs are forecast to be displaced over the next seven years, but more than 22,000 new jobs are expected to be created.  These new jobs will pay on average 50 per cent more than those lost, a recent study by Boston Consulting Group found.  SKILLING UP FOR NEW JOBS  However, these changes wrought by technology and other forces also mean the job market will go through some labour pains.  Layoffs last year rose to the highest level since the global financial crisis in 2009. Unemploy- ment involving Singapore residents also crept up slightly.  Professionals, managers, executives and technicians (PMETs) are hit harder by the churn as it takes longer to train for a different job at these levels.  People who took a break from work, or who struggled to find a new job after being laid off, often have a hard time proving that they have the relevant knowledge and skills for a job.  This is why the Government is putting more resources into helping this group find new jobs, such as by subsidising their wages via the Career Support Programme.  PMETs can also work and get training at the same time through over 50 Professional Conversion Programmes in sectors that are expected to grow in the near future.  Unlike in the past, a degree is no longer a guarantee of lifelong employment in a well-paying job.  But opportunities are there for those who excel in technical skills to do well, even if they may not have academic qualifications.  Being quick to pick up new skills will help students and workers adapt to changing opportunities. This entails going deeper to master a chosen field and excel in it.  One tip experts have for workers is to keep abreast of the latest trends and technology, which can help bring in new ideas for employers to try out and add value.  At the same time, they recommend picking up transferrable skills that can be applied in other jobs or industries, such as being able to understand and use data, or to market an idea.  The Committee on the Future Economy has called for more opportunities for workers to acquire deep skills and use them on the job.  A medley of initatives is available to help students and workers upgrade their skills and knowledge, including study awards, work-study programmes, internships and career guidance from as early as primary school.  The $500 SkillsFuture Credit given to all Singaporeans aged 25 and above can be used to defray the cost of over 18,000 training courses.  Other measures have been put in place to help those who have years of work experience, but may not have the skills needed in sunrise industries, find new jobs.  One is the new Attach And Train programme announced in this year's Budget for up-and-coming industries like logistics. Workers can be trained while on attachments at companies that are not ready to hire staff yet.  As more focus is placed on pushing Singapore companies to break out of the local market and start creating products and services for the region and beyond, students and workers will also be encouraged to innovate and learn to work with overseas partners.  Policymakers, too, are constantly trying to learn more about what the future holds for Singapore's workforce.  Data is one aid they hope to use to help answer questions like these: How much investment is Singapore getting How many jobs will these create Which industries and companies will grow What skills will workers need for these jobs  Answers to these questions will help better prepare workers for jobs and later match them to jobs.  The National Trades Union Congress started a Future Jobs, Skills and Training unit this year to gather data on specific companies and industries where new investments and jobs will be over a three-year time frame.  The research will be shared with training providers and institutes of higher learning that can use the information to develop more relevant skills and training courses.  There have also been calls to use the data from the job posts on the national Jobs Bank more fully. For example, if a vacancy for a particular type of job is hard to fill and keeps getting re-posted, that could mean more Singaporeans need more skills in that area.  The Manpower Ministry has also made it compulsory, since Jan 1, for companies to report retrenchments within five working days, if five or more staff are retrenched within six months. This is so that the Government and unions can act on the data and offer the affected workers help more quickly.  If we wait for skills gaps to appear before workers start training for them, there will always be a lag time and the risk of structural unemployment - where the available skills of workers and the skills needed to fill jobs do not match.  That is why Singapore is trying to stay ahead of the curve.  It has rolled out Industry Transformation Maps to chart strategies for 23 industries, covering over four-fifths of the nation's gross domestic product.  Six have been launched, for the logistics, hotels, precision engineering, food manufacturing, food services and retail industries.  These should provide some guidance for companies.  The education system also needs to be tightly integrated with industry needs, all the way from schools to adult education and training centres, to provide guidance for students and workers.  For all the efforts by the Government, individuals, too, must take responsibility for their careers, and not have a sense of entitlement.  When changes come, those who can pick up new skills quickly will fare better.  So if there is any skill to get better at, it is the ability to keep learning.  Have a burning question related to this week's Primer topic  For more information, go to www.straitstimes.com/askST",2017-03-26,"These are jobs already being done by 3D designers and robot coordinators. ... by The Straits Times and the Ministry of Education, with the Singapore Press ... But technology also creates new products, such as 3D printing for ...",What's being done to prepare S'poreans for jobs of the future,http://www.straitstimes.com/opinion/whats-being-done-to-prepare-sporeans-for-jobs-of-the-future,1,0,0
14,17,"Check out the stunning views from the North Star observation capsule.  For those who are not fond of flying, going on a cruise provides an excellent alternative.  As big cruise ships go, Royal Caribbean International cruise line has been a popular choice with travellers.  Almost every year, it unveils a new ship packed with more impressive features.  Ovation of the Seas is the third in the Quantum Class, and this latest ""smart ship"" is also the cruise line's most technologically advanced.  Built last year, it can accommodate up to 4,819 passengers.  Cutting-edge innovation greets guests at the Bionic Bar, where drinks are mixed with acute precision and served by robot bartenders. It is so impressive that there is always a crowd standing there to marvel at the robots in action.  Another technologically-enhanced feature is its radio-frequency identification (RFID) wristbands which can replace its Sea Pass cards, allowing stateroom access and on-board purchases.  Non-fans of cruises tend to feel that there is nothing much one can do on a vessel for more than a day. Ovation of the Seas has certainly changed my mindset in this regard.  Throughout my three-night getaway cruise to Penang earlier this month, I found myself spoilt for choice with the number of facilities available.  The ship features some unprecedented first-at-sea experiences such as the Ripcord by iFly, an adrenaline-inducing skydiving simulation for thrill-seekers; North Star, a mechanical observation capsule that transports guests about 100m above sea level for a 360-degree view of the ocean; a huge entertainment and indoor sports complex complete with bumper cars, roller-skating and more.  You can even try your hand at rock climbing or learn surfing on board.  For those who prefer to relax or swim, dip pools and jacuzzies are aplenty, and strategically located to give you breathtaking views of the sea.  If the sun is not your friend, then head to the indoor pool.  In the evenings, guests can catch a movie under the stars, or dance the night away at the outdoor pool deck.  Ovation also boasts Royal Caribbean's largest and most advanced staterooms.  There are unique loft suites and ground-breaking virtual balcony staterooms, bringing an exterior view to interior rooms through huge digital displays.  The Ovation has 16 restaurant concepts and signature dining venues, as varied as what you may find in most cities. At Cafe@Two70, you get a panoramic view of the sea.  The luxurious dining space transforms into a technologically-advanced entertainment arena in the evening, equipped with 18 projectors and floor-to-ceiling windows that can be transformed into any scene, creating an immersive experience for passengers.  The awe-inspiring talent showcased on board are testament to Royal Caribbean's high entertainment standards that combine technology and special effects - make sure you pre-book your seat for the shows as they run out early.  Travellers on the Ovation can also enjoy what is reportedly the fastest Internet at sea for a reasonable fee.  Ovation of the Seas will have a Hong Kong season in October. It will sail round-trip from Hong Kong on fivenight cruises to destinations such as Okinawa (overnight), Hue/Danang (Chan May) and Nha Trang (Cam Ranh) in Vietnam.  Theres also a nine-night repositioning cruise from Hong Kong to Singapore in November with stopovers at Sanya, Hue/Danang (Chan May), Nha Trang (Cam Ranh) and an overnight in Ho Chi Minh City (Phu My).  The ship will be back in Singapore in April 2018, with a five-night round-trip cruise to Penang and Phuket and a 12-night reposition cruise to Tianjin with stopovers at Hue/Danang (Chan May), Ho Chi Minh City (Phu My), Hong Kong (overnight) and Seoul (Incheon).",2017-04-20,"... drinks are mixed with acute precision and served by robot bartenders. ... to Royal Caribbean's high entertainment standards that combine technology and ... The ship will be back in Singapore in April 2018, with a five-night ...",Smart ship gets an Ovation,http://www.tnp.sg/lifestyle/travel/smart-ship-gets-ovation,7,1,4
15,18,"Techi, the service robot, can collect food from the chef and deliver food to patrons in a restaurant. Robots are being deployed in service industries because manpower-intensive industries such as food and beverage (F&B) and hospitality are finding it hard to employ enough Singaporeans to take on the jobs. Photo: Techmetics",2017-01-02,"SINGAPORE — Food delivery, hotel room service, and delivery of .... There's still a big gap — the demand is there, but robotic technology is still ...",The rise of a robotic dawn in services industry,http://www.todayonline.com/singapore/rise-robotic-dawn-services-industry,2,5,6
16,19,"Robots may soon take over cleaning and painting high-rise buildings here, thanks to a new automated gondola system co-developed by Singapore electronics company Elid Technology International and Nanyang Technological University (NTU).  Called the OutoBot, the locally built system was launched yesterday as a commercially ready product after two years of research and development, with the aim of improving productivity while enhancing workplace safety.  The robot was developed in response to a 2015 call by the Housing Board for proposals to automate the painting of building facades to enhance worker safety and productivity. It will soon be tested on selected public housing blocks in consultation with HDB.  The robot requires only two workers for the washing or painting of a building facade, instead of the usual five.  One worker will operate the robot remotely while the other performs the role of a safety officer, but both do not have to be on the gondola.  OutoBot is equipped with a robotic arm and a spray nozzle that can shoot high-pressure water jets to clean surfaces or to spray paint. The system is designed to use the existing gondola mounts found in many high-rise buildings.  Most of the fatal accidents at construction sites in the last decade were the result of a fall from height, though not all involved gondolas. The move towards automation is also in step with recent measures to boost productivity within the construction sector. Said Elid's managing director, Mr Dennis Lim: ""Using our new robot, we have shown that a labour-intensive job can be transformed into one that can be easily done by an older worker and, at the same time, eliminates the risk of employees having to work at heights.""  Elid claims that OutoBot's current iteration is able to reduce painting and cleaning time by 30 per cent and paint wastage by 20 per cent as it ""does not suffer from fatigue"". A high-rise building typically takes around three months to paint, said Mr Lim.  But Elid was tight-lipped on the cost to use the technology.  Building maintenance contractor Yeong Wai Teck said the technology looks promising and, if successful, could address labour woes in the construction sector.  Said the managing director of Aegis Building and Engineering: ""With the OutoBot, we can potentially look to hire younger people who are interested in technology, or older people who might not be physically able to brave the weather on a gondola for an entire day.""  He added: ""It is going to be very expensive, but we think that in the long term, the overall advantages of automation will outweigh the initial costs.""",2017-03-15,"Robots that paint, clean HDB blocks to be tested shortly ... co-developed by Singapore electronics company Elid Technology International and ...","Robots that paint, clean HDB blocks to be tested shortly",http://www.straitstimes.com/singapore/robots-that-paint-clean-hdb-blocks-to-be-tested-shortly,0,2,8
17,20,"SGInnovate will focus on areas such as artificial intelligence, robotics, digital health, financial services, smart energy, digital manufacturing and transportation.  AsianScientist (Nov. 23, 2016) - SGInnovate, Singapores concerted effort to take deep technology to the world, was launched on Tuesday to great fanfare.  The crowd of researchers, innovators, venture capitalists and industry mentors was treated to a dramatic opening video sequence at 32 Carpenter Street, a six-storey building in town that will be SGInnovates official headquarters.  In attendance was guest-of-honor Mr. Tharman Shanmugaratnam, Singapores Deputy Prime Minister and Coordinating Minister for Economic and Social Policies, Ms. Yong Ying-I, Chairman of SGInnovate, and Mr. Steve Leonard, Founding CEO of SGInnovate.  Wholly owned by the Singapore government, SGInnovate will connect tech entrepreneurs with industry mentors and venture capitalists, and provide support for business plan development, sources of funding, and go-to-market efforts.  Tharman encouraged budding entrepreneurs in the room to create deep technology that had global applications.  SGInnovate, which was announced earlier this year as part of the Budget 2016, falls under the National Research Foundation of Singapore. It was formerly known as Infocomm Investments Pte Ltd, the venture investment arm of the former Infocomm Development Authority of Singapore.  Here at 32CS, which is short for 32 Carpenter Street, engineers and research scientists from the Singapore-MIT Alliance for Research and Technology, McLaren Applied Technologies, NVIDIA and Ethereum will work side-by-side with researchers from varsity partners National University of Singapore, Nanyang Technological University, Singapore Institute of Technology and Singapore University of Technology and Design.  The Intellectual Property Office of Singapore, which is represented at SGInnovate by its subsidiary, IP Value Lab, will help founders protect their innovations and identify commercialization opportunities.  SGInnovate has also partnered UK-based Entrepreneur First to launch the inaugural Singapore EF program, a full-time, six-month-long program that began in September 2016. Nearly half of the 55-member cohort are PhD students and post-doctoral fellows from local universities.  Young entrepreneurs will also benefit from upcoming initiatives such as AI Evenings @ SGInnovate, which will be supported by partners such as NVIDIA and McLaren Applied Technologies, and MIT Hacking Medicine, which will be co-organized with the Massachusetts Institute of Technology from 10-12 February 2017.  Our basic premise at SGInnovate is simple: we believe that Singapore has all of the resources that it needs to build globally relevant products and globally relevant companies, Leonard said at the launch. We believe that we have the capabilities; we just need to find ways to work together to better use those capabilities.  Copyright: Asian Scientist Magazine; Photos: SGInnovate.   Disclaimer: This article does not necessarily reflect the views of AsianScientist or its staff.",2016-11-22,"23, 2016) - SGInnovate, Singapore's concerted effort to take deep technology to the world, was launched on Tuesday to great fanfare.",SGInnovate To Launch Singapore Into AI & Robotics Space,https://www.asianscientist.com/2016/11/tech/sginnovate-deep-technology-ai-robotics/,8,1,2
18,21,"Drivers headed to Robinson Towers in the Central Business District will no longer have to worry about wasting time circling the building's carpark for a vacant space.  When the building reopens in the fourth quarter of next year, after a five-year redevelopment, it will feature a new automated system that makes use of robots to park cars.  Guided by lasers, cameras and markings on the ground, the robots will ferry cars of up to 2,600kg from a drop-off point to one of 90 parking spaces.  The system, developed by engineering firm MHE-Demag, is believed to be the first such application of the technology in Singapore.  Though such robots have been used for several decades to transport goods, the technology has more recently made inroads into carparks in the United States and Germany.  The system could increase the capacity of a carpark by more than 40 per cent as it allows cars to be parked closer together. The relatively small size of the robot - 5m long and 2.1m wide - also allows it to manoeuvre in narrow spaces.  Unlike other mechanised parking systems, this one does not require steel supporting structures or parking pallets, said MHE-Demag sales and markets regional director Klaus Schilling.  ""No additional building provision is required for the system and it can be adapted into a conventional parking provision in any building development easily,"" he said.  While the firm declined to say how much it will cost, a similar system by Chinese firm Yee Fung Automation - introduced in Nanjing last December - is said to have a price tag of around $200,000.  But the parking fee at Robinson Towers will be ""similar"" to other carparks in the area, said Mr Schilling.  Across the road, at CapitaGreen, daytime parking costs $3.10 a half-hour on weekdays.  Conventional mechanised parking systems - which use mechanical car lifters to move a car to a storage space - can be found at several locations here, including three Housing Board carparks in Changi Village, Yishun and Bukit Panjang.  During peak periods, retrieving a car from these carparks can take 10 to 15 minutes.  MHE-Demag said its system offers faster parking and retrieval, and the average time to retrieve a car - which can be done with a mobile app - will be about two minutes.  The firm is looking at introducing the technology at ""several other locations"", but did not disclose details, and has also started to introduce it elsewhere in the region.  Robotics expert Marcelo Ang said that while it will make parking more convenient, the high cost of purchasing and maintaining such a system could deter widespread adoption of the technology.  ""Building owners will have to weigh how much it costs against what benefits it will bring,"" said Dr Ang, who is acting director of the National University of Singapore's Advanced Robotics Centre.",2017-02-07,"Guided by lasers, cameras and markings on the ground, the robots will ferry ... to be the first such application of the technology in Singapore.",Where carpark valet is a robot,http://www.straitstimes.com/singapore/transport/where-carpark-valet-is-a-robot,3,1,4
19,22,"HEFEI, April 23 (Xinhua) -- The high-tech development zones and the advanced technology research centers in east China's Anhui Province provide a variety of innovative technologies that can represent leaps in the fields of medicine, education, agriculture, communication and others.  The development of those innovative technologies make a real difference in the life of the Chinese people and even the rest of the world in general.  Located in the provincial capital city of Hefei, the exhibition hall of the Institute of Advanced Technology of the University of Science and Technology of China (USTC) displays significant medical technologies, such as immunity improvement tablets for HIV patients, anti-diabetes pills to replace injections for diabetics, a medical scanner that can be used by dentists to scan jaws and screen display 3D pictures of the patient's teeth, an alternative for eye cornea that would put an end to cornea donations and many others.  ""Instead of injection that hurts, diabetics can take the new pills that equally work. It's in the fifth clinical trial in the United States right now and I think it may be available in the market next year. For HIV tablets, we used to costly import them from Western countries. Now they are produced in China,"" said Miao Miao, administrative director of the Institute of Advanced Technology of the USTC.  The hall features some other advanced technologies that are based on the institute's research and carried out by related Chinese companies, such as a hotel service robot, which can be sent by receptionists to a guest's room carrying inside what the guest asks for, and a cell phone chip engraving device that used to be costly imported from Western countries.  The hall also showcases an agricultural machine that can refine harvested rice from straws, a super big high-definition screen of about 110 inches, the largest in China, and an electronic Mandarin-written book attached with a pen that pronounces the words it points to in Tibetan language. The hall also has two average-sized, well-shaped electronic cars with rechargeable batteries.  ""We call the smaller one a 'small ant.' It's all made of aluminum to be very light. It can be charged for 10 hours per drive of 250 kilometers. The bigger one here that costs 20,000 U.S. dollars and goes 300 kilometers each drive has been available in the market since 2016,"" Miao said.  In a room on the second floor, Jia Jia, a robot that looks like a pretty Chinese young woman in traditional outfit, could communicate with visitors and answer their questions with a sense of humor.  Established in 1991 and ranking as one of the Top Ten high-tech zones in China, Hefei National New and High Technology Industrial Development Zone now covers an area of 128 square kilometers and hosts over 18,000 companies, 400 of which are foreign-invested businesses with more than 20 branches listed in stock markets abroad.  Fast-growing iFLYTEK Co. Ltd, a Chinese high-tech company, is among those cooperating with the Institute of Advanced Technology and contributing to high-tech innovation in China and worldwide.  Referring to itself as a pioneer in China's intelligent speech and artificial intelligence industry, the company provides new, highly-advanced, smart text-to-speech editing software based on voice recognition, free online applications for instant voice translation between Chinese and other languages, household control systems, car control appliances, smart educational systems and many others.  ""Take for example our smart education systems. We provide them for free to rural areas that are short of teachers, like Tibet and Inner Mongolia, so that the students can study, learn and exercise (on) their own,"" Vivian Chen, iFLYTEK sales manager, told Xinhua.  Founded in 1999 and listed on Shenzhen Stock Exchange in 2008, iFLYTEK's core innovative technological products are based on speech synthesis, speech recognition, image recognition, multilingual speech processing, machine translation, education evaluation, knowledge service, telecommunication service, smart automotive service and intelligent customer service.  ""This is our smart medical system, a 3D CT scan of lungs that can detect cancer in its early stages,"" Vivian explained at the company's exhibition hall, noting that the device is still under development. Its data collection is also ongoing from hospitals in Beijing and other regions.  She added that the company's education systems have been exported to Hong Kong and Singapore, while the smart in-car systems that control vehicle appliances via speech and voice recognition are used by European car brands like Audi, Volkswagen, BMW and Mercedes-Benz for their imported vehicles into China. ""The same applies to Japanese cars like Nissan and Toyota. They are using our systems in China as well.""  Wu Xiao, deputy director of Anhui's Information Office, said that the GDP of Hefei National New and High Technology Industrial Development Zone in 2016 amounted to 56.2 billion yuan (over 8 billion U.S. dollars), up 11 percent. He noted that the GDP of Anhui Province in 2016 reached 2.4 trillion yuan (about 348.5 billion U.S. dollars), adding that the 128-square-kilometer high-tech zone accommodates 200,000 out of Anhui's over 70 million people.  ""Relying on innovation, Anhui Province is exerting great efforts to be a leader in the country regarding scientific innovation. Anhui now has five such zones and the one in Hefei is the largest. As for nationwide ranking, based on our research, Hefei National New and High Technology Industrial Development Zone ranked 7th in 2016,"" he said.",2017-04-23,"HEFEI, April 23 (Xinhua) -- The high-tech development zones and the ... such as a hotel service robot, which can be sent by receptionists to a guest's ... have been exported to Hong Kong and Singapore, while the smart in-car ...",Feature: East China's Anhui Province innovates advanced technology,http://news.xinhuanet.com/english/2017-04/23/c_136230012.htm,4,4,4
20,23,"In one case, participants were asked to program Dobot Magician in order to re-organize a certain number of objects. With the use of Dobot Blockly, a visualized programming interface, participants were able to program Dobot Magician in a simpler way, where logic and the elegance of solutions take more value.  Dobot has also revealed its newly developed mobility platform in another combat program, drawing some eyes with its bright, modern design. This vehicle that carries Dobot Magician around supports remote control, obstacle detection and dodging, and multiple extension ports for sensors.  According to Dobot's CEO Jerry Liu, with the market of robots in expansion, the growth of educational robotics is an inevitable trend, which is also one of Dobot's focuses, with its increasing advantage in the educational robotics market. The cooperation with an international robot competition is our bet on the future.  Dobot (Shenzhen Yuejiang Technology Co., Ltd) is a leading robotic arm solution provider based in Shenzhen, China. Dobot Magician is a major product, a multi-functional smart robotic arm platform designed for high end STEAM education, featuring many capabilities including 3D printing and laser engraving, high extendibility and a GUI programming environment.  To view the original version on PR Newswire, visit:http://www.prnewswire.com/news-releases/dobot-makes-robocup-singapore-more-fun-300430262.html",2017-03-28,"SINGAPORE, March 28, 2017 /PRNewswire/ -- As one of the world's most ... Dobot (Shenzhen Yuejiang Technology Co., Ltd) is a leading robotic arm ... Dobot Magician is a major product, a multi-functional smart robotic arm ...",Dobot Makes RoboCup Singapore More Fun,http://www.prnewswire.com/news-releases/dobot-makes-robocup-singapore-more-fun-300430262.html,6,1,4
21,24,"Japan is ahead of the curve in robotics technology, and Singapore can tap this expertise to meet its challenges in productivity, eldercare and energy efficiency, Foreign Minister Vivian Balakrishnan said in Tokyo yesterday.  These are issues that Japan also faces, and Singapore has been watching developments in the North-east Asian nation very closely, he told reporters at the end of his four-day introductory visit to Japan.  One key challenge the two states face, he said, is boosting productivity amid a tight labour market.  There is an ""added sense of urgency"" because the size of the local workforce has started to shrink in Japan and will be reaching its peak in Singapore, given low birth rates.  In last month's Budget, Singapore earmarked more than $450 million for the National Robotics Programme over the next three years to help firms adopt robotics technology so as to boost productivity, noted Dr Balakrishnan yesterday.  This would also involve training to equip the workforce with skills to work with robotics, which he called a ""new and promising"" area.  ""We're hoping Japanese companies have an opportunity to engage in investment and transfer of technology (which) will be mutually beneficial to our countries,"" said Dr Balakrishnan, who is also the Minister-in-charge of the Smart Nation initiative.  Eldercare is another mutual challenge, and Dr Balakrishnan said it was worth studying how Japan has extensively tapped robotics in nursing and caring for senior citizens.  ""Issues such as dignity and convenience require design thinking (in) the interface (and) the way humans relate. You can't change humans, but you can change and redesign the machine interface,"" he said, adding that this would require further research and development.  A third area was energy efficiency. Dr Balakrishnan, who was formerly Minister for the Environment and Water Resources, said Singapore has worked well with Japan leading up to the recent conclusion of climate change talks.  This had culminated in 175 countries signing an accord last Friday to curb climate change.  Dr Balakrishnan, who represented Singapore at the ceremony, said yesterday: ""The impetus to focus on energy efficiency is even more urgent. We're looking at how some of the Japanese technologies for energy efficiency and robotics, which Japan is very advanced in, can also be imported or applied in Singapore.""  Beyond Singapore's ties with Japan, the Foreign Minister also touched on China and the South China Sea. He reiterated the Republic's stance that it is not a claimant state in the vital sea and does not take any sides on the merits of competing territorial claims.  He said: ""We want a rules-based multilateral world order, we want to have avenues for the peaceful resolution of differences with full respect for diplomatic and legal processes.""  Dr Balakrishnan's trip coincided with the 50th anniversary of Singapore-Japan diplomatic ties that were established on April 26, 1966.  Besides robotics, Dr Balakrishnan yesterday also cited trade and air services as two areas for even closer collaboration.  The landmark Japan-Singapore Economic Partnership Agreement is currently under review, he noted, while Singapore has been promoting the further liberalisation of a bilateral air services agreement.  ""Our airports - Narita and Haneda in Tokyo and Changi in Singapore - can increase our positions as vital air hubs,"" he said, through having more flights and fifth freedom rights on both sides.  These rights allow a carrier to fly from its home country to another one before picking up passengers and flying on to a third country.",2016-04-27,"Japan is ahead of the curve in robotics technology, and Singapore can tap this expertise to meet its challenges in productivity, eldercare and ...",Singapore can learn from Japan's use of robotics technology: Vivian ...,http://www.straitstimes.com/asia/singapore-can-learn-from-japans-use-of-robotics-technology-vivian-balakrishnan,7,7,2
22,25,"Cloud computing has the potential to revolutionize the field of robotics, but there are key considerations to look into before you leap.  AsianScientist (Oct. 29, 2016) - By Oliver Tian - According to the International Federation of Robotics Statistical Analysis, the global robotics industry is projected to grow from US$20 billion today to US$80 billion by 2025.  China, already the global leader in the robotics sales market, is targeting to achieve a robot density of 150 industrial robots per 10,000 workers by 2020. Not to be outdone, Japan has plans to triple its spending on intelligent machines to 2.4 trillion yen by 2020.  Against the backdrop of a tightening labor market and rising manpower costs, adopting robotic technology could boost productivity while strengthening competitiveness and generating growth at the same time, thus helping to retain staff. Robotics is also one of the pillars of Singapores future economy, with strong government support in the form of the National Robotics Program.      Robotics on the cloud  But when planning to deploy robotic applications, we need to think about how each application can be quickly assimilated into our existing work systems, and at what scale. The best way to do this is to choose technology and business partners that have flexibility and scalability built into their offerings, so that when the time comes, you can seamlessly expand into new markets as necessary.  One key consideration for enabling robotic systems is cloud computing. Like the human brain, the cloud receives signals from sensors and actuators which are analogous to the limbs of the body. In turn, the limb nodes receive instructions from the brain to take action.  Like reflex nerves, however, some robotic touch points may have embedded logic to respond instantaneously, bypassing the cloud. Such local processing is a reflexive action rather than an analytical response to a trigger or change in status. Some degree of short-term memory and local processing power can be located in the robot itself for these unthinking reactions, but context and long-term memory are ultimately provided by the cloud. Such a design provides continued functionality in the event of temporary disconnection with the cloud.  Advanced artificial intelligence needs massive back-end computing power and memory management to support the decision making needed for robotic perception. The more powerful the robot (in terms of decision making and processing), the more powerful the back office will need to be. In other words, increasing robotic sophistication increases the potential to offload compute-intensive tasks like image processing, voice recognition, data comparison and analytics with high latency decision making, to the cloud.      The challenge of communication  Whilst the processing capability of the cloud is important, what makes robot applications unique is the potential of the cloud to both mess-up and make sense of the robots context based on the huge volume of data collected. Upon smart filtering and analysis, this tacit intelligence can complement other continuous inputs coming from the robots own sensors. Furthermore, centralized processing will also enable multiple robots to be made aware of information, resulting in extended synchronization.  Sometimes referred to as the hive mind, this architecture will not only be able to process disparate data, but also be able to store huge amounts of information, securely and in an organized way. As such, certain key robotic functions could be made available as a service on-demand. These on-demand robotic functions will drive more and more advanced robotic processing capability.  Just as humans try to work together in teams, robots generally also need figure out how to operate in tandem. Questions that arise include how robots will communicate with the brain in the first place, and how they will then translate that intelligence to other robots and their human counterparts. This communication will require some kind of mediator. However, not all companies seeking to implement robotics solutions have a firm understanding of these underlying challenges.  Today, businesses in every industry around the world are demonstrating that robotics is more than just hype. Your company could be the next to unlock new profitable business models, foster innovation and create amazing new experiences for your customersas long as you approach robotic applications with an open mind and a clear understanding of its potential for your business!  All these and more will be discussed at the upcoming inaugural edition of the Singapore International Robo Expo, a conference and exhibition co-organised by the Singapore Industrial Automation Association (SIAA) and Experia Events. The event will be held from November 1-2, 2016, at the Marina Bay Sands Convention and Exhibition Centre in Singapore.     Mr Oliver Tian is the president of SIAA and the CEO and director of HutCabb Services. SIAA drives Automation, IoT, and Robotics (AIR), with robotics as one of the key pillars in our charter. The association has embarked on this robotic journey to bring automation to a different level and we believe the assimilation of man and machine functions can be a potent force to be reckoned with.  Asian Scientist Magazine is a media partner of the Singapore International Robo Expo.         Source: Singapore International Robo Expo.   Disclaimer: This article does not necessarily reflect the views of AsianScientist or its staff.",2016-10-28,"Robotics is also one of the pillars of Singapore's future economy, with strong ... The best way to do this is to choose technology and business ...",Thinking About The Mind Behind The Robot At SIRE 2016,http://www.asianscientist.com/2016/10/tech/singapore-international-robo-expo-2016-cloud-mind/,6,0,2
