,Contents,Date,Summary,Title,URL
11,A man looks at a cluster of factories at an industrial park in Singapore. Reuters file photo,2017-04-04,"SINGAPORE — From customised hip implants to more efficient and ... to testbed solutions in robotics, automation and smart factory software, ...",Advanced manufacturing offers key opportunities for economy,http://www.todayonline.com/business/advanced-manufacturing-offers-key-opportunities-economy
12,"Singaporean autonomous technology firm SESTO Robotics is stepping up its game as it launches the latest model of its Automated Guide Vehicles (AGVs).  Called the SESTO 300, the AGVs are customized mobile robots created specifically for the manufacturing industry to fulfill logistical roles. The company, which was spun-off earlier this year as a wholly-owned subsidiary of Singaporean engineering firm HOPE Technik, announced the new product Tuesday at the Manufacturing Technology Asia conference.  SESTO Robotics CEO and co-founder of HOPE Technik, Michael Leong, told CNBC's ""Squawk Box"" that automation ""is a direction that [Singapore] is moving along as the population gets more well-educated.""",2017-04-04,Singaporean autonomous technology firm SESTO Robotics is stepping up its game as it launches the latest model of its Automated Guide ...,Why the rise of autonomous machines could help workers ...,http://www.cnbc.com/2017/04/04/why-the-rise-of-autonomous-machines-could-help-workers-according-to-robotics-ceo.html
13,"Singapore has a big ambition to become a Smart Nation.  But what is a Smart Nation  On one level, it is about the exploitation of technologies in order to make the lives of people better, by giving them convenient and fast access to information and to customised services, including those that we cannot even imagine today. The current state of technology already offers all the ingredients of a Smart Nation.  But on another - I would argue more fundamental - level, being a Smart Nation calls for innovation at the systems level - aggregating technologies and combining them with new operating concepts, policies and plans - to solve national problems, such as the effects of climate change, traffic congestion, an ageing population, or simply to improve service delivery.  But its realisation is the sum of many innovations, big and small. Its ambition should be big, but its implementation is in hundreds and thousands of projects, both large and little.  But on both levels, it is a product of our imagination, and it is limited only by our imagination. Imagine a Smart Nation where there is increased efficiency, convenience and connectivity in and between workplaces and homes. Wearable technology such as hologram devices are used on the go to check and respond to work e-mails. Wi-Fi is available islandwide, eliminating restrictions from fixed data and limited call minutes. In the workplace, robots take over routine administrative tasks like coordinating meetings, conducting research and running daily errands.  At home, robotic helpers do the household chores and prepare meals. They order groceries when food items are low in stock, which are then delivered by drone to the doorstep.  Throughout Singapore, there are healthcare pods deployed islandwide at every housing block. These provide medical diagnosis, dispense medicine and provide simple medical services as well. These make it more convenient for elderly residents, who have mobility problems, and those who do not have the time to visit a clinic.  However, the Government may not be structured to reach this level of imagination and boldness of vision. Some might argue that it is not even its business. Innovation at this level is perhaps better achieved by the private sector, and by individual start-ups with the boldness and the ideas.     Dr Marcelo Ang, acting director at the National University of Singapore's Advanced Robotics Centre, with the autonomous driverless vehicle Scot, which is being tested at one-north. More test-bedding of Smart Nation technologies in real-life settings should be encouraged and organised, says the speaker. ST FILE PHOTO     Empowerment is key. Too much top-down control will kill the spirit of innovation that is central to a Smart Nation. Instead, the role of the Government should be to facilitate such innovation by funding incentives and arrangements through flexible - rather than restrictive - regulations.  A good example of this approach is the Monetary Authority of Singapore's establishment of a regulatory sandbox last year to allow fintech companies to experiment with products and services in an environment where, if an experiment fails, ""it fails safely and cheaply within controlled boundaries, without widespread adverse consequences"".  The Government also has a key role in connecting these innovations to their societal environments, by encouraging and organising test-bedding and pilots of Smart Nation technologies in real-life settings, and perhaps even by insuring the risk of some of these experiments.  In Singapore, a precinct - one-north - is now the site of a major pilot for the use of autonomous vehicles - or driverless cars - testing not just the technologies for the cars, but also for the road furniture. Such experiments and trials are essential because the development of these technologies and their applications need to be test-bedded in real environments.  If the pilot is successful, then the programme may be expanded beyond this precinct into the larger national transport system, relieving road congestion and getting people to their destinations faster - and more safely - and, like Car-Free Sunday SG, helping to realise the vision of a car-lite Singapore.  But there is a political challenge to such ambition. There are many misconceptions about the technologies associated with a Smart Nation. One big misconception is that in a 24/7 online world constantly surrounded by innumerable sensors and smart objects all connected to the Internet - the Internet of Things - absolute privacy and absolute security can be achieved.  As smart objects seek to gather more contextual information on behaviour and actions, the ability of smart devices to analyse people's lives and discover their identities will challenge traditional notions of privacy. Such information can clearly be misused and abused, compromising privacy and security.  There is another related issue - a fear, perhaps irrational in some countries and rational in others - that the government will exploit these technologies to intrude into the private lives of citizens, or to create an Orwellian system of mass state surveillance.  To overcome these misconceptions, a mature discussion is needed, not a polemical one. The Government has a central role to play in shaping this discussion. It will have to persuade citizens that the benefits outweigh the risks of exploiting these technologies, and then explain how the risks can be managed.  This is clearly in the realm of politics, and the onus must be on the political leadership to convince the people that such fears are misplaced in Singapore. But this can be achieved only if there is trust between the people and the Government. As I observed earlier, trust in a fast-changing and complex world is a vital asset to good governance.  Change cannot be avoided. Innovation must be continuous because the world does not stand still. Change and its handmaiden - innovation - must be embraced as an imperative of governance. Furthermore, there is no end point. It is a journey without a fixed destination, because the future is an ever-shifting horizon.  But people dislike change - it is human nature. Change requires leadership, because it means leading people out of their comfort zone. Getting them to change is an act of will. The future-fit leader has to persuade his people to believe in the need for change, instil confidence in change and empower his people to change.  Successful leaders of change also make their people brave enough to express their opinions, change their behaviour, take risks and learn from failure. They tolerate mavericks - even if they do not embrace them - because all future-fit organisations need mavericks. They are the ones who are prepared to challenge conventional wisdom and come up with the ideas that can change the rules of the game. Some will argue that leaders should be more tolerant of mavericks.  My response to this is: ""Yes, but only up to a point."" A maverick is a maverick only if he is fighting the establishment. If he believes enough in his ideas, he ought to have the courage and conviction of his beliefs to push them, even against resistance. If he gives up the moment he runs into some opposition or official rebuff, then in my book, he is not a maverick. I think this is a sound approach. It is essentially a Darwinian process, in which only those who have thought through their ideas and are prepared to stand up and defend them, deserve the chance of a second hearing. Some mavericks will survive.  In today's world of accelerating change - the Anthropocene - we will need to dare to dream and to experiment with things no one else has done before. We must steel ourselves to embark on journeys of discovery, in which the destinations are unknown, and we must be prepared to cope with unexpected outcomes, to experiment, to manage the risk, to fail and then to pick ourselves up and keep going.",2017-04-20,"Singapore has a big ambition to become a Smart Nation. ... acting director at the National University of Singapore's Advanced Robotics Centre, ...",A Smart Nation limited only by imagination,http://www.straitstimes.com/opinion/a-smart-nation-limited-only-by-imagination
14,"Worlds collided like slabs of metal in a robotics rink as Immokalee High School competed alongside teams from Kazakhstan to New Zealand under one roof at the 10th annual VEX Robotics World Championship.  The Kentucky Exposition Center, where matches ended Saturdayin Louisville, transformed into an Olympic Village as 1,400 teams from 30 countries and 50 states decorated their booths with cultural memorabilia.  One team from Chengdu, China, lined their table with emerald bamboo shoots, while the booth directly facing them, a team from Muskogee, Oklahoma, went with a hunting theme, covering their walls in a forest green camouflage print and rubber mallard ducks.  Afew rows over, sandwiched between teams from Urumqi, China, and Carrolton, Georgia, two teams from Immokalee hovered over their metal creations, prodding them with Allen wrenches and air compressors.  The robots under operation, named Dragonzord and Megazord, were the brainchildren of a group of seven Immokalee students and their coachFred Rimmler.  Being from Immokalee, you dont really get to meet that many different people, said Dragonzord captain Kristian Trevino, 18. To meet everybody from around the world, its amazing. I think its great.  Kristian and his teammates spent countless hours after school and on weekends since September assembling and reassembling their robots out of nut and bolts, motors, rubber bands and electrical wiring.  The teams qualified for the state championship in Tampa for the first time and arrived at the world competition as underdogs. Immokalees robotics program is only in its second year, and this was the first year the team competed outside the Collier school district.  We never thought wed make it this far in the first place, said Dragonzord mechanic Isaiah Reyna, 16.  On a 12-foot-square playing field, the bots competed to see how many toy stars and cubes each could throw over to the other side in the allotted two minutes. The robots, driven by a designated team member through a game controller, can gain bonus points for climbing onto a corner post and for driving autonomously.  Team Dragonzord enjoyed a solid run, ending with a ranking of 16 out of 94 in their division after winning seven of their 10 qualifying matches. But the results were just low enough to deter the highest-ranking teams from selecting them as allies for the division finals.  Nobody knew where Immokalee was before, but now that weve started getting our name out there, were considered as one of the best teams in Florida, Isaiah said.  Megazord didnt farequite as well, winning just three of their 10 matches because of an unexplainable chronic malfunction. But the team stayed positive and were grateful for the opportunity to represent their small rural town.  Theres a lot of rumors that Immokalees a bad place. This shows that we actually do stuff here, that maybe were not just about agriculture and minorities, said Megazord mechanic George Herrera-Carrillo, 15.  Though they wont be bringing home any hardware, the teams appreciated the opportunity to work with roboticists from other countries including Canada and Singapore.  Isaiah and George enjoyed the unique experience of representing the United States in the Parade of Nations at the opening ceremonies Wednesday.  Everyone was chanting U.S.A.! U.S.A.! he said. There was a lot of excitement and adrenaline going through us.  Several team members used the occasion to explore their interest in Japanese culture and visited the countrys booth several times. The Japanese team offered them gifts including origami cranes and temporary tattoos with Japanese characters, and the teams added each other on Snapchat and Instagram (a sure sign of the beginning of a teenage friendship in 2017).  Theyre so sweet, said Dragonzord mechanic Jennifer Villa, 18. Its nice to have that camaraderie.  Jennifer was one of two girls on Immokalees teams and took part in the competitions first Girl Powered social, an event aimed at recognizing the intrepid women taking part in a male-dominated field.  We dont need an event to tell us we know how to do (robotics), we already know that, Jennifer said. I think it was more for the boys, to show that we deserve the same respect that guys get.  The students werent the only ones who enjoyed the experience. Kristians parents and three siblings drove 16 hours from Immokalee to join the festivities. His mother, Griselda Trevino, took time away from her job in a tomato packing house to watch her son compete.  The tears began to flow after she watched him annihilate his opponents in the final qualifying match.  Im really proud of my son, she said. Im so happy for him.  Kristians father, William Trevino, a surveillance specialist at the Seminole Casino, said though the family doesnt have a lot of resources, watching his son compete on a global level was too important to miss.  Its a once in a lifetime opportunity, he said. Especially for them to go from nothing to something all of a sudden, wow.  Coach Rimmler said he, too, couldnt be more proud of the teams performance.  They far exceeded my expectations in every step of the way this year, he said.",2017-04-22,"The Immokalee High School robotics team participated in the World ... 17, of the Anglo-Chinese School in Singapore during the Vex Robotics ...",Immokalee High team takes on the world in robotics event in Louisville,http://www.naplesnews.com/story/news/education/2017/04/22/immokalee-high-robotics-teams-vs-world/100787554/
15,"Team from Center for Advanced Studies in Engineering (CASE) secured top position in one of the worlds largest underwater robotics challenges Singapore Autonomous Underwater Vehicle Challenge (SAUVC) held in Singapore.  SAUVC is famous for providing students with the opportunity to learn about the design of robots which can automatically navigate underwater and perform assigned tasks. The event is hosted by IEEE Singapore chapter at Singapore Polytechnic.  This is the first time that any Pakistani team has participated in this prestigious event. Fourteen teams from eight countries including USA, China, India, Russia, Malaysia, Indonesia and Singapore participated in the event. Pakistani Team apart from sharing top position with Russia also bagged Best Social media Campaign Award.  Team from CASE comprised of four students Mr Haider Iftikhar, Mr Usman Abid, Mr Saad Malik and Ms Mehrosh Fareed and was supervised by three faculty members Dr Mansoor Shaukat, Mr Adeel Muhammad and Mr Waqas-ur-Rehman from CASE Robotics Group.",2017-03-27,Pakistan wins top position in underwater robotics challenges SAUVC ... in one of the world's largest underwater robotics challenges Singapore ...,Pakistan wins top position in underwater robotics challenges ...,http://nation.com.pk/national/27-Mar-2017/pakistan-wins-top-position-in-underwater-robotics-challenges-sauvc-2017
16,"These are bold goals but work is underway to move towards that vision through advanced manufacturing, the Economic Development Board's (EDB) assistant managing director Lim Kok Kiang told The Business Times in an exclusive interview.  SINGAPORE has a vision: That is all factories housed in the Republic will be the most globally competitive, efficient and productive for companies.  These are bold goals but work is underway to move towards that vision through advanced manufacturing, the Economic Development Board's (EDB) assistant managing director Lim Kok Kiang told The Business Times in an exclusive interview.  For one thing, the manufacturing sector here is at an inflexion point, having reached a critical mass for the fourth industrial revolution, known as Industry 4.0, to take off.  Advanced manufacturing is a fusion of new automation technologies, such as robotics, additive manufacturing and autonomous guided vehicles, with industrial Internet of Things, like cloud computing, augmented reality and machine learning.  Said Mr Lim: ""If we are successful, hopefully all plants in Singapore, especially the bigger plants, will be the most competitive plant for that company on a global basis.""  There are currently some plants in Singapore which already fit that description. ""Imagine if all plants in Singapore are actually that way,'' said Mr Lim. ""The existing plant can also, through the adoption of all these technologies over a period of time, be the most competitive plant for that company on a global basis."" This will ensure that the manufacturing sector continues to contribute 20 per cent to the country's economy.  The Committee on the Future Economy has identified advanced manufacturing as one of the key growth areas for Singapore. Under the Research, Innovation and Enterprise (RIE) 2020 plan, the government has set aside S$3.2 billion for advanced manufacturing and engineering.  Said Mr Lim: ""We already have a big manufacturing base in Singapore, so we are not starting from zero. These companies are constantly looking at ways to improve their manufacturing operations ... because manufacturing is not just about labour cost anymore.""  Singapore is a manufacturing base for a wide number of industries from semiconductors to motors to aircraft engines and even petrochemical plants, all of which are doing relatively well.  Productivity in the manufacturing sector is quite high compared to productivity in Singapore as an average, as the companies are competing on a global basis, Mr Lim noted.  ""A company can choose to put their factory here or in China, Germany or Japan,'' said Mr Lim. Embracing technologies will make Singapore plants more productive, efficient and competitive. Doing that also works in Singapore's favour, as it helps mitigate issues related to labour and land constraints.  ""If we want to continue to expand and be competitive in manufacturing, we must be able to do more with less because we are not able to compete on labour cost alone. And all these technologies are exactly enabling that,"" said Mr Lim.  A fusion of technologies and digitalisation enables factories to become smarter. Sensors are deployed in an industrial setting to allow the process to become more intelligent and interactive. Everything, from maintenance to quality control to monitoring energy efficiency, can be done in a more efficient way.  In predictive maintenance, for instance, sensors can detect when supplies are running low and automatically send out an order for them to be replenished, or they can detect and alert when certain parts need attention. In quality control, image sensors can pick up flaws better than the human eye, thus ensuring quality.  However, there is no one-size-fits-all, stressed Mr Lim, as each company adopts technology in a different way. He also emphasised that it is a continuous journey of improvements and enhancements, where new technologies are integrated over time to improve productivity.  Using technology also adds smartness in automation and opens up new possibilities, such as producing more variety with the same floor space, and new business models, such as customised products.  A certain degree of smartness is needed to attain a lot size of one, or customisation, which is where advanced manufacturing is moving towards.  A case in point is local small and medium enterprise, PBA Group, which has a smart factory that could manufacture its products with a lower production cost per unit than its factory in China.  Meiban Group has plans to invest about S$10 million to S$12 million to testbed solutions in robotics, automation and smart factory software, to achieve a 20 to 30 per cent rise in productivity, and subsequently scale them to its regional factories.  Mr Lim said: ""There could be a potential export of technology and solutions, but the Singapore plant is not staying still. It is continuously making another level of improvement."" In the past, technologies were successful elsewhere before they were replicated here.  He added: ""Instead of us just being fastest implementor of technology, it could be that we are also working and evolving some of these technologies ourselves and exporting them to the other plants of these companies in the region and beyond from Singapore.""  At the launch of Manufacturing Technology Asia 2017 held from April 4 to 7 at Singapore Expo, 25 companies - both manufacturing companies and technology providers - which have made strategic advanced manufacturing investments in Singapore were celebrated and recognised.  Among them was Shell Singapore, which uses drones for site inspections, data analytics and mechanisation to support its maintenance activities. Chevron Oronite's use of a wireless plant network with mobile tracking devices for employees is expected to save 30,000 man-hours each year.  As advanced manufacturing gathers pace, new jobs like data scientists are created, while low-skilled, manual intensive jobs will give way.  Said Mr Lim: ""It is about technology working with people, not technology replacing people. It needs both the workers and the engineers to bring out the best of whatever technology there is.''  Two model factories under public-private partnership with A*Star will also be set up to help SMEs with technology adoption. One will be at the Singapore Institute for Manufacturing Technology (SIMTech) while another will be at the Advanced Remanufacturing and Technology Centre (ARTC).",2017-04-16,"SINGAPORE has a vision: That is all factories housed in the Republic will ... such as robotics, additive manufacturing and autonomous guided ...",Singapore aims to house the most globally competitive plants,http://www.businesstimes.com.sg/government-economy/singapore-budget-2017/singapore-aims-to-house-the-most-globally-competitive
17,"Have you ever imagined yourself creating a complex machine part or even a human windpipe on a screen, then seeing it take on physical form right before your eyes  Or leading a team of tireless workers who need to be reprogrammed once in a while  These are jobs already being done by 3D designers and robot coordinators. Not many people have the skills to do these jobs yet, because they have not been around for long.  At least not in a big way.  But in the economy of the future, you can expect more jobs like these to be created.     Children learning how to make their own robots using Lego pieces during a holiday workshop on robotics and game design at In3Labs. Robots and computer programs are helping do jobs ranging from delivering room service to providing financial advice, and workers in some industries are already feeling the heat. ST PHOTO: LAU FOOK KONG     While it is hard to identify the specific skills students and workers need to acquire to keep up with these changes, one skill that will come in handy is the ability to continually learn new things.  As Manpower Minister Lim Swee Say said earlier this month, as businesses transform, more old jobs will be destroyed. But new jobs will be created and existing jobs will be transformed too.  What this means for workers is that instead of staying with a single employer for life, it will be common to move through multiple employers - and take on multiple careers - throughout one's working life.  ""Each time we move from one career to another career, we will have to learn new skills and adapt to a new environment to regain our employability, time and time again,"" Mr Lim said.  Understandably, many workers are worried about adapting to these changes, and concerned about how their livelihoods will be affected.  With robots and advanced computer programs helping do jobs ranging from delivering room service to providing financial advice, workers in some industries are already feeling the heat.  But technology also creates new products, such as 3D printing for companies to make prototypes quickly rather than outsourcing this process, and jobs, such as for rapid prototyping technicians.  Jobs will disappear. But better- quality ones will be created.  For example, in advanced manufacturing, some 23,000 jobs are forecast to be displaced over the next seven years, but more than 22,000 new jobs are expected to be created.  These new jobs will pay on average 50 per cent more than those lost, a recent study by Boston Consulting Group found.  SKILLING UP FOR NEW JOBS  However, these changes wrought by technology and other forces also mean the job market will go through some labour pains.  Layoffs last year rose to the highest level since the global financial crisis in 2009. Unemploy- ment involving Singapore residents also crept up slightly.  Professionals, managers, executives and technicians (PMETs) are hit harder by the churn as it takes longer to train for a different job at these levels.  People who took a break from work, or who struggled to find a new job after being laid off, often have a hard time proving that they have the relevant knowledge and skills for a job.  This is why the Government is putting more resources into helping this group find new jobs, such as by subsidising their wages via the Career Support Programme.  PMETs can also work and get training at the same time through over 50 Professional Conversion Programmes in sectors that are expected to grow in the near future.  Unlike in the past, a degree is no longer a guarantee of lifelong employment in a well-paying job.  But opportunities are there for those who excel in technical skills to do well, even if they may not have academic qualifications.  Being quick to pick up new skills will help students and workers adapt to changing opportunities. This entails going deeper to master a chosen field and excel in it.  One tip experts have for workers is to keep abreast of the latest trends and technology, which can help bring in new ideas for employers to try out and add value.  At the same time, they recommend picking up transferrable skills that can be applied in other jobs or industries, such as being able to understand and use data, or to market an idea.  The Committee on the Future Economy has called for more opportunities for workers to acquire deep skills and use them on the job.  A medley of initatives is available to help students and workers upgrade their skills and knowledge, including study awards, work-study programmes, internships and career guidance from as early as primary school.  The $500 SkillsFuture Credit given to all Singaporeans aged 25 and above can be used to defray the cost of over 18,000 training courses.  Other measures have been put in place to help those who have years of work experience, but may not have the skills needed in sunrise industries, find new jobs.  One is the new Attach And Train programme announced in this year's Budget for up-and-coming industries like logistics. Workers can be trained while on attachments at companies that are not ready to hire staff yet.  As more focus is placed on pushing Singapore companies to break out of the local market and start creating products and services for the region and beyond, students and workers will also be encouraged to innovate and learn to work with overseas partners.  Policymakers, too, are constantly trying to learn more about what the future holds for Singapore's workforce.  Data is one aid they hope to use to help answer questions like these: How much investment is Singapore getting How many jobs will these create Which industries and companies will grow What skills will workers need for these jobs  Answers to these questions will help better prepare workers for jobs and later match them to jobs.  The National Trades Union Congress started a Future Jobs, Skills and Training unit this year to gather data on specific companies and industries where new investments and jobs will be over a three-year time frame.  The research will be shared with training providers and institutes of higher learning that can use the information to develop more relevant skills and training courses.  There have also been calls to use the data from the job posts on the national Jobs Bank more fully. For example, if a vacancy for a particular type of job is hard to fill and keeps getting re-posted, that could mean more Singaporeans need more skills in that area.  The Manpower Ministry has also made it compulsory, since Jan 1, for companies to report retrenchments within five working days, if five or more staff are retrenched within six months. This is so that the Government and unions can act on the data and offer the affected workers help more quickly.  If we wait for skills gaps to appear before workers start training for them, there will always be a lag time and the risk of structural unemployment - where the available skills of workers and the skills needed to fill jobs do not match.  That is why Singapore is trying to stay ahead of the curve.  It has rolled out Industry Transformation Maps to chart strategies for 23 industries, covering over four-fifths of the nation's gross domestic product.  Six have been launched, for the logistics, hotels, precision engineering, food manufacturing, food services and retail industries.  These should provide some guidance for companies.  The education system also needs to be tightly integrated with industry needs, all the way from schools to adult education and training centres, to provide guidance for students and workers.  For all the efforts by the Government, individuals, too, must take responsibility for their careers, and not have a sense of entitlement.  When changes come, those who can pick up new skills quickly will fare better.  So if there is any skill to get better at, it is the ability to keep learning.  Have a burning question related to this week's Primer topic  For more information, go to www.straitstimes.com/askST",2017-03-26,"These are jobs already being done by 3D designers and robot ... by The Straits Times and the Ministry of Education, with the Singapore Press ...",What's being done to prepare S'poreans for jobs of the future,http://www.straitstimes.com/opinion/whats-being-done-to-prepare-sporeans-for-jobs-of-the-future
18,"A new automated check-in kiosk that will be introduced at Changi Airports Terminal 4.  From deploying roving check-in agents with portable printers at Changi Airport to ease queues, to adopting 3D printing for aircraft spare parts, Singapore has unveiled a masterplan to transform the aviation industry.  Other projects being explored include remote air traffic control technology that could eventually allow integrating operations of two control towers, as well as the use of automated aerobridge docking.  Led by the Civil Aviation Authority of Singapore (CAAS), with support from Changi Airport Group, ground handlers, airlines and other stakeholders, the Air Transport Industry Transformation Map has two objectives: create better jobs and career opportunities for workers, and support the sector's growth and competitiveness.  Unveiling the plan at the Aviation Community Reception yesterday evening, Second Minister for Transport Ng Chee Meng said the sector has done well but the future will be challenging.  ""A business-as-usual approach will not do also because of our inherent constraints of land and manpower. For example, under 'business as usual', we will need to hire 10,000 more workers over the next decade.  ""This will be very difficult, given the shortage of manpower in Singapore,"" he said.  Between now and 2025, the target is to increase productivity by about 40 per cent and redesign or create 8,000 ""good jobs"", with more positions for professionals, technicians and cabin crew, he said.  For workers to become more productive, he urged firms to ramp up the use of technology such as robotics to ease physically demanding and manual tasks in airport operations.  ""Systems will talk more to each other, and more autonomous systems will support our work.  ""We want to track every piece of baggage, cargo and equipment moving across the airport in real time. Airport staff equipped with mobile devices and smart wearables can then locate them more swiftly,"" he explained.  He added that while it is an ambitious goal, the Government plans to grow the economic value created by the sector from about $7 billion today to $8 billion by 2020.  CAAS director-general Kevin Shum said there will be close collaboration with tripartite partners - companies and unions - to implement the plans.  The chairman of NTUC's aerospace and aviation cluster, Mr Ong Hwee Liang, said he hopes more workers will seize the new opportunities and adopt lifelong learning in their working life to stay relevant, productive and employable.  Mr Ng Chin Hwee, Singapore Airlines' executive vice-president (human resources and operations), noted that the industry initiative is timely, given current challenges.  Overcapacity in the skies remains a challenge and continues to put pressure on yields, while on the ground, traffic growth continues to add pressure on the infrastructure and manpower needs.  ""These challenges require a transformation plan that will enable Changi Airport, the airlines and other aviation partners to handle the traffic volume with higher productivity and cost efficiency while delivering a high-quality experience for travellers,"" he said.  The aviation masterplan is part of a larger national strategy to promote growth and competitiveness for 23 industries across the economy and create good jobs for Singaporeans.",2017-04-20,"Led by the Civil Aviation Authority of Singapore (CAAS), with ... he urged firms to ramp up the use of technology such as robotics to ease ...","Forget business as usual, improve yield, cost efficiency",http://www.tnp.sg/news/singapore/forget-business-usual-improve-yield-cost-efficiency
19,"The city-state will also host an inaugural Defence Technology Summit in 2018 as it looks to become a global player in modern military advancements.  SINGAPORE: A starting seed grant of S$45 million a year will be given to two new laboratories in the Defence Science and Technology Agency (DSTA) and DSO National Laboratories organisations, Defence Minister Ng Eng Hen said in Parliament on Friday (Mar 3).    Modern militaries are powered by technology, and the next-generation SAF (Singapore Armed Forces), even more so, he said. Our defence technology organisations will gear up to support changes.    To foster more experimentation and innovation, DSO will set up a robotics lab in April this year and DSTA will expand to include an analytics and artificial intelligence lab.    At the former, defence engineers will collaborate on prototyping, integration, simulation and testing of systems prior to field trials for the SAF. The work on robotics has already begun, said Dr Ng. Six Singapore Infantry Regiment soldiers are currently experimenting with unmanned aerial and ground vehicles to perform missions. The Navy has gone further and is putting Unmanned Surface Vehicles which can navigate and avoid collisions autonomously into operations.    The SAF, working with the Ministry of Home Affairs, has already developed countermeasures to potential drone attacks. These systems were deployed in the last NDP (National Day Parade).    DSTAs new lab will exploit the real-time information that can be derived from the Internet of Things and platforms, said the minister.    The realisable potential is enormous. For instance, our Singapore Maritime Crisis Centre monitors more than 1,500 commercial shipping vessels in our waters daily. It uses AI to generate unique signatures for each, through collating information from multiple sources, including social media. It then detects any deviations from this signature, he explained.    This AI-embedded method detected a possible ISIS supporter on board a tanker in 2015. That person was barred from disembarking in Singapore. Finding this needle in a big haystack is only possible through modern means.    Singapore will also host an inaugural Defence Technology Summit in early 2018. Targeted as a biennial event, the summit will be organised by DSTA together with Singapores universities, A*STAR and Government agencies like GovTech, Cyber Security Agency of Singapore, National Research Foundation and Singapore Economic Development Board.    Singapore can lead in defence technology, even though we are small, said Dr Ng. The Summit will provide a global platform to invite leading figures and luminaries to come share their views, provide a window into the future, allow us the opportunity to network and increase our access to new ideas and innovation.    In his speech, Dr Ng also revealed that Singapore has around 5,000 defence engineers and scientists, with the number of related scholarships and awards on offer due to be increased by 40 per cent - up to 170 from 120 today - by 2025.",2017-03-02,"The work on robotics has already begun, said Dr Ng. Six Singapore Infantry Regiment soldiers are currently experimenting with unmanned ...",Singapore to invest S$45ma year in new defence tech labs for ...,http://www.channelnewsasia.com/news/singapore/singapore-to-invest-s-45m-a-year-in-new-defence-tech-labs-for/3565130.html
20,"Trials for self-driving pods in Sentosa and autonomous buses possibly around Jurong Island and the National University of Singapore (NUS) will kick off in the next three months, and if things go well, the rides may be rolled out to the public from as early as 2018 and 2020 respectively. Graphic: LTA",2017-04-10,"SINGAPORE — Driverless vehicles, which have so far been limited to ... president at the Kinetics Advanced Robotics division of ST Kinetics.",Driverless buses may hit S'pore roads from 2020,http://www.todayonline.com/singapore/trials-self-driving-pods-buses-kick-month
22,"Businesses in Singapore have long complained about a shortage of labor which they say has pushed up wages. Now they're seeking to push back against labor costs, replacing people, with robots.     Meet e-bot, a food delivery robot that can accept payment go down ramps and take lifts with other staring passengers.    E-bot is employed by e2i, a government agency that assists workers and employers through career guidance and job matching services. Against the backdrop of rising labor cost and a shortage of manpower, e2i wants to showcase e-bot as a possible solution for future employment in Singapore.    ""I think the issue out there is that we need something to be showcased, piloted, tested, test-bedded, so when we first did it, we had to overcome some of these challenges: how the robot communicates with the home base, how do we get the safety of the robot in place, because this is a crowded campus,"" said Gilbert Tan, CEO, Singapore Employment & Employability Institute.    Safe interaction between human and machine is key for a project like this. E-bot is smart enough to avoid obstacles, but sometimes human error could stop it from doing its job. And then, it needs a helping hand.     ""The robot has two emergency locks on the side. Perhaps someone was curious and touched the buttons. E-bot was locked in the lift for a long time. So I went to look for it and unlocked it. It walked back slowly,"" said Aisha Wong, Cafe Worker.    Singapore has allocated more than 320 million dollars to support the national robotics program since last year. The finance minister says robotics technology can enable Singapore to work more efficiently in a tight labor market. It can also create more high value-added jobs.    One company thats convinced that automation and robotics is the way forward is SATS. The airport service and in-flight catering company controls 80 percent of Changi Airports ground handling and catering business.  In the past few years, SATS has managed to grow its business but maintain labor cost, thanks to productivity measures such as robots and automated guided vehicles.  The company CEO says although technologies make the organization a lot more efficient, its the people who are leading the changes.  ""Because the technology on its own without the support of the people wont work,"" said Alexander Hungate, CEO, SATS.  ""The draw back of a lot of these new technologies is that they are fundamentally less flexible than human beings and so you need the human element to work out how they can be best used because its about complimenting the passion and the creativity of people with technology to make them more productive.""    So will robots take over human jobs in the future The answer is a definite yes and its happening now. But the good news is that they are only there to make humans more productive and more creative. After all, technology cant replace the human touch.   ",2017-04-10,"Businesses in Singapore have long complained about a shortage of labor ... to push back against labor costs, replacing people, with robots.",Businesses turn to robots to cut labor costs,http://english.cctv.com/2017/04/10/VIDEhsVLO4ovOPjjelDqWPbt170410.shtml
