,Contents,Date,Summary,Title,URL
10,"With the exception of helping create Expedia,Microsoft has struggled to figure out travel. But it is hoping that artificial intelligence (AI) will be its route finally to leapfrog ahead of Google and Oracle, playing a larger role as middleman.  The example illustrates the companys current approach to the travel sector. The technology giant appears to be more interested in building middleware services that sit between customers and travel companies.  The company has a mixed past record of engaging with consumers on its own. For example, in 2008, it bought an airfare prediction website called Farecast for $115 million and integrated it with its flight search results on its Bing search engine. But that project, along with the MSN Travel mobile app, didnt gain traction with consumers.  The companys focus now is on the new AI and cognitive computing layers that it predicts are going to disrupt travel. By 2018 half of all consumers will interact with cognitive computing, thanks in part to the spread of AI-powered platforms like Amazons Alexa, Apples Siri, and  of course  Microsofts Cortana.  Microsoft says 145 million people use Cortana at least once a month. But that definition of use is fairly light, and the voice assistant is not yet ingrained in the habits of consumers enough to be a go-to when it comes to, say, travel search.  Stuart Greif, senior executive, Travel/Hospitality, QSR, and Transportation Industry Solutions at Microsoft, has been out on the industry circuit, sharing the companys predictions about where travel technology is headed. Most recently Greif spoke last week at a conference in San Francisco run by venture capital firm Thayer Ventures, where Skift saw his presentation first-hand.  Greif says, Were not looking to build the next great travel platform. Our message to the travel industry is that we want to partner on delivering solutions.  It has targeted several sectors of the industry, but its chances seem better in some than in others.  Mobile apps may be replaced by voice-activated internet, Greif says. We think the app world is going to go away. People can debate that, but why do you need to go in and out of a dozen different travel apps by touch if you run nearly everything on your device by voice command  Greif argues bots are really the new apps. Lets say you often book hotels for business travel You dont want to have to re-enter your information at every new hotel site or travel agency you use.  Our view is, Im going to have a bot on a system like Skype or Cortana or Alexa or Siri, and Marriott is going to have its own bot, and Marriott is going basically ask me, would you like to check in And my bots going say, Hey is it okay to provide these details My bot is going to say, Yes Cortana, please give the information.  Greif says the rise of voice-activated search may upend the direct booking wars between suppliers and third-parties.  When you search for travel queries on a voice-powered platform, who owns that search asks Greif. Is it Google Is it Siri, Alexa Is it Cortana If artificial intelligence can look across the entire spectrum of everything thats available and choose what to bring it back as relevant, whose is it bringing back Is it bringing back brand.com Is it bringing back the OTAs  Greif conceded he didnt have answers to the tantalizing questions he raised. And while the companys Cortana is often seen as superior technologically to voice assistants from Google, Apple, and Amazon, there is a marketing and commercialization effort that needs to go along with the technological work to enable Microsoft to become a vital part of travel distribution.  As of today, Cortana doesnt known many travel-specific commands.  Whats more, if it chooses to compete in the battle to funnel travelers to booking options, it needs to catch up to rivals by rapidly developing more third-party speakers that support Cortana. Its prevalence via the Windows platform has not, so far, seemed like enough. Otherwise, Google, Apple, and Amazon may outpace it in having physical platforms distributed worldwide, making the questions Greif poses about who owns search moot.  A year ago Microsoft invited travel companies to build bots on its Skype messaging service, to enable the brands to automate many parts of their customer interactions. But brands like Kayak, Expedia, Hipmunk, and Cheap Flights, have ignored it, focusing instead on Facebook Messengers platform.  Its not hard to wonder if a similar fate awaits Cortana unless Microsoft adjusts its ground game in travel.  Microsoft translator can translate speech across nine languages in real time in sixty languages, via text input. But it is still some years off from real-time translation happens via speech.  Speech recognition could, in theory, someday replace airline gate agents and hotel front desk clerks, by capturing and processing requests, reducing error rates. As of today, the speech recognition is possible, but not the ability to send commands into travel company systems, Greif says.  Visual recognition could, in theory, replace airline agents who need to match faces with photo identification for, say, allowing a bag to be checked in for a flight. Already Microsoft says its computers are better at matching faces than humans are, on average.  How long does Greif think it takes for AI to be able to actually have the business logic down thats required for people to do things like search and book an itinerary that might be complicated  I think the search part is the easy part, he says. Its all the back-end integrations and business decision-making thats gonna take awhile.  As an example, an unnamed large hotel chain recently gave Microsoft links to five different frequently asked questions as part of a project to create a demonstration of how an automated, chat-based customer service interface might work.  It only took Microsofts developers and machines 10 minutes to read the content and come up with an interface that could provide those answers to a wide away of question phrasings.  But Greif says bookings are more complicated. He believes the industry will start putting these solutions into production within about five years time.  Despite Microsofts ambitions with Cortana, it has less experience in the quirks of travel marketing and distribution of its competitor Google.  It seems more likely to gain market share by providing truly business-to-business enterprise services to hotels for operations. Last year Microsoft began demonstrating its concept of the connected hotel that used next-generation guest experience management system iRiS and next-generation hotel operating system that acts as middleware for interpreting data in operations and finance.  Greif says the key issue for hotels is aligning all the systems in a guest room and the back office so that they are all participating in real-time. Right now the systems arent connected to know when water pressure is not working or the TV is not working and so the company cant get ahead of customer complaints with predictive maintenance.  But the companys active demonstrations with travel suppliers suggest that it poses a significant competitive threat to todays largest hospitality tech providers, such as Oracle, and airline providers, such as Amadeus in partnership with Accenture.  Whether Microsoft is a victor or not in the AI race, Greif seems persuasive on his larger point that the arrival of high-powered computing in the cloud, more sophisticated computer algorithms, and the popularization of mobile, internet-connected devices is finally ushering in the AI era.  Platforms that can support AI are truly being popularized now, which means that hotels, airports, and airlines are increasingly powered by artificial intelligence. So there is some merit to the buzz.  The platforms are getting better at recognizing spoken queries and at helping to categorize various types of knowledge so as to deliver relevant and intelligent responses within particular areas of focus for a specific task or sets of tasks.  For example, in speech recognition, Microsoft had a historic achievement last year. It achieved parity in speech recognition accuracy with humans. That doesnt mean its computers hear perfectly, but it hears just as well as humans do.  That said, the hype machine is on overdrive, Greif concedes. He notes that a few years ago every startup pitch described itself as a data analytics company, and today every startup claims to be in AI.  In the meantime, Microsoft is claiming it has a new company culture that will enable it to adapt to the new, fast-changing circumstances. Greif says, Its a whole new Microsoft. Its a much more open company now. I get to keep my iPhone, and thats always nice.",2017-04-12,"Microsoft translator can translate speech across nine languages in real ... As of today, the speech recognition is possible, but not the ability to ...",Microsoft Bets on Artificial Intelligence to Help It Succeed Again in ...,https://skift.com/2017/04/12/microsoft-hopes-artificial-intelligence-will-help-it-succeed-again-in-travel/
11,"Shanghai, China, March 15, 2017 - STMicroelectronics (NYSE: STM), a global semiconductor leader serving customers across the spectrum of electronics applications and a top MEMS supplier, and iFLYTEK (SHE: 002230), one of the leading voice-recognition cloud service providers in China, have introduced the market's first IoT development platform that enables voice-recognition cloud services in Chinese. The joint solution is on display at electronica China 2017, Shanghai New International Expo Center, Hall E4 Booth 4102, March 14-16, 2017.  The new platform combines ST's SensorTile multi-sensor module, STM32 ODE (Open Development Environment), and Open.software package with iFLYTEK's voice-recognition technology. It gives designers a complete toolset for the development of voice-enabled Smart-Home, Smart-Driving, IoT, and robotics applications.  The SensorTile module captures voice inputs through the digital MEMS microphone (MP34DT04) and transmits them using the Bluetooth Low Energy network processor (BlueNRG-MS) to iFLYTEK's cloud through a smartphone with the voice-recognition result back within seconds.  ""ST's SensorTile is a perfect match for developers integrating voice-control capabilities in applications across Smart-Home, Smart-Industry, and Smart-Driving segments. iFLYTEK has been empowering developers with the best performing and easy-to-use speech-recognition service,"" said Jidong YU, Senior Vice President of iFLYTEK Co., Ltd. ""We have been working with ST to enable the SensorTile platform with a high-performance Chinese-language recognition. Leveraging iFLYTEK's more than 270,000 developers on xfyun.cn and ST's smart IoT development tools, we look forward to creating more designs together in future.""  ""The implementation of iFLYTEK's automatic speech-recognition services on SensorTile accelerates and simplifies voice-enabled IoT design,"" said Collins Wu, Marketing Director, Analog and MEMS Group, Greater China & South Asia, STMicroelectronics. ""Leveraging a powerful open-software ecosystem, including the STM32(TM) Open Development Environment, shortens time to market and makes IoT design simple and cool.""  ST's Analog and MEMS Group has also played an active role in nurturing the Innovator Community and Smart Hardware Development Platform in China, establishing a Chinese-speaking engineer community, st_AMSchina, a service subscription on Wechat, as well as the MEMS QQ Group.  STMicroelectronics' 13.5mm x 13.5mm SensorTile is currently the smallest turnkey sensor board of its type, containing ST's MEMS accelerometer, gyroscope, magnetometer, pressure sensor, and MEMS microphone. With the on-board low-power STM32L4 microcontroller, it can be used as a sensing and connectivity hub for developing products such as wearables, gaming accessories, and smart-home or Internet-of-Things (IoT) devices.  ST is a global semiconductor leader delivering intelligent and energy-efficient products and solutions that power the electronics at the heart of everyday life. ST's products are found everywhere today, and together with our customers, we are enabling smarter driving and smarter factories, cities and homes, along with the next generation of mobile and Internet of Things devices.  By getting more from technology to get more from life, ST stands for life.augmented.  In 2016, the Company's net revenues were $6.97 billion, serving more than 100,000 customers worldwide. Further information can be found at www.st.com.  IFLYTEK CO.,LTD.(iFLYTEK) is a national key software enterprise dedicated to the research of intelligent speech and language technologies, development of software and chip products, provision of speech information services, and integration of E-government systems. The intelligent speech technology of iFLYTEK, the core technology of the company, represents the top level in the world.  Established in 1999, iFLYTEK was listed in the Shenzhen Stock Exchange in 2008 (stock code: 002230). With vigorous support from major shareholders including USTC Holdings Co., Ltd., Shanghai Guangxin, and Legend Capital, iFLYTEK boasts the longest fundamental research history, the largest professional research team, the greatest capital investment, the best evaluation results, and the largest market share among all business entities in the speech technology field in China.",2017-03-15,"iFLYTEK has been empowering developers with the best performing and easy-to-use speech-recognition service, said Jidong YU, Senior Vice ...",STMicroelectronics Collaborates with iFLYTEK for Chinese Voice ...,https://globenewswire.com/news-release/2017/03/15/937743/0/en/STMicroelectronics-Collaborates-with-iFLYTEK-for-Chinese-Voice-Recognition-Cloud-Services.html
12,,2017-04-12,"Sentences tend to come out a little short and, like any speech recognition system it does make the odd error - only it's funnier here, because ...",Drop everything and download: Giphy Says,https://www.stuff.tv/sg/features/drop-everything-and-download-giphy-says
13,"Crescendo Systems received two prestigious healthcare awards at the recent Nuance Annual Partner Event in Barcelona. As well as picking up the award for Healthcare Marketing Excellence, Crescendo were also delighted to be accorded Elite Healthcare Partner status in recognition of their work with Nuances Dragon Medical speech recognition product.  We are thrilled with these Nuance Healthcare Awards, said John Bendall, Operations Director of Crescendo Systems, Having stepped up our healthcare activity over the past year in response to the rapidly evolving NHS digital landscape, we feel that these awards are an endorsement of the high quality added value services that Crescendo bring to the Dragon Medical proposition.  Crescendo not only specialise in creating custom interfaces for Dragon Medical with leading clinical systems such as TPP SystmOne and EMIS Web but have also integrated Dragon Medical into their own digital dictation platform, allowing doctors the freedom to create clinical documents entirely by voice or send speech recognised text to their back office staff for editing.  Our Dragon Medical portfolio has been designed to give doctors the ability to choose how speech recognition works best for them and then to reinforce these choices by providing expert implementation, training and advice, continued John, We want Crescendo customers to benefit in every possible way from knowing that they are working with a Nuance Elite Healthcare Partner and we will continue to work closely with Nuance to provide solutions that help healthcare organisations improve efficiency and channel those gains back into patient care.  About Crescendo Systems:   For over 25 years, Crescendo Systems Corporation (http://www.crescendosystems.co.uk) has been delivering powerful clinical documentation, voice processing, speech recognition, transcription, workflow and referral management solutions to countless healthcare facilities around the world.  In 2003, Crescendo Systems Ltd. was the first subsidiary to be opened in Europe and it is now the preferred supplier for tens of thousands of UK healthcare professionals. Crescendo Systems are a Nuance Elite Healthcare Partner, offering specialist added value and professional services to Nuances Dragon Medical speech technology.  Developed by Crescendo with care teams and for care teams, Centro (http://www.trustcentro.co.uk) is a revolutionary Clinical Documentation System aimed at Trusts embracing the NHS Digital Challenge. Designed to maximise efficiency gains and savings, Centro offers superior clinical documentation processing by combining a seamless, digitally-rich and mobile workflow with a collaborative care approach that delivers timely, more informed patient care.",2017-04-04,Our Dragon Medical portfolio has been designed to give doctors the ability to choose how speech recognition works best for them and then to ...,Crescendo Recognised for Excellence in Healthcare by Speech ...,http://www.prweb.com/releases/2017/04/prweb14207930.htm
14,,2017-03-22,"In addition, data from the startup's backend, which is linked to its speech recognition software development kit, showed that Xiaomi used its ...","Chinese AI startup partners with Xiaomi on a verbal agreement, and ...",https://www.techinasia.com/mobvoi-xiaomi-smart-tv-contract-claims
15,"A deep neural network architecture which can directly translate speech from one language into text in another language is being developed by Google researchers.  The study, titled Sequence-to-Sequence Models Can Directly Transcribe Foreign Speech, describes using a modified sequence-to-sequence model, which has had previous success in speech recognition, to create a powerful encoder-decoder network for machine translation.  The paper explains that the new model does not explicitly transcribe the speech into text in the source language, nor does it require supervision from the source language transcription during training.  In testing, the research team reported state-of-the-art performance on conversational Spanish to English speech translation tasks. The experiments used the Fisher Callhome Spanish-English dataset and found that the proposed model could outperform cascades of speech recognition and machine translation technologies.  Using the BLEU (bilingual evaluation understudy) scoring framework, which evaluates the quality of machine-translated text, the proposed system recorded 1.8 points over other translation models.  According to the study, when Spanish transcripts were used as training data for additional supervision across independent automatic speech recognition (ASR) and speech translation (ST) decoders, additional improvements of at least 1.4 BLEU points were obtained.  In future work, the Google researchers plan to construct a multilingual speech translation system in which a single decoder is shared across multiple languages.  With big advances in deep learning, human versus AI competitions are springing up across the world. In February, human translators battled against AI machine translators in Seoul, South Korea. While Google Translate and Naver Papago, both based on Neural Machine Translation (NMT), won the high-profile battle in terms of speed, they fell considerably behind their human counterparts on quality. It is however expected that with further NMT developments, such as this latest Google research, machine translation will improve at a fast rate and could reach human-level accuracy very soon.",2017-04-04,"... Foreign Speech, describes using a modified sequence-to-sequence model, which has had previous success in speech recognition, to create ...",Google model instantly translates speech to foreign text using AI,https://thestack.com/big-data/2017/04/04/google-model-instantly-translates-speech-to-foreign-text-using-ai/
16,"SALT LAKE CITY & HANOI, Vietnam--(BUSINESS WIRE)--FluentWorlds, provider of the worlds most sophisticated and flexible 3D/VR platform for language immersion, and Topica EdTech Group, a leading online education provider in Southeast Asia, today announced their partnership to introduce their jointly produced product  Topica Ivy Native 3D  allowing thousands of students to learn to speak the English language in a 3D context.  Topica Ivy Native 3D teaches English language skills in 3D environments. It engages learners through the most effective means possible  immersive, real-life experiences delivered via video game technology in 55 different virtual environments. The product also offers proprietary Voice Recognition that gives students immediate feedback on the phoneme level.  We are honored to work with Southeast Asias top online educational institution  Topica, said David Bradford, FluentWorlds CEO. They are a forward-looking institution that is bringing their students the best and brightest new technologies.  Tuan Pham, Topicas CEO, said, We are very excited about this partnership with FluentWorlds. Their combination of powerful pedagogy with gamification, unique 3D graphics and real-time speech recognition will create a very engaging learning environment for our students.  Dr. Linda Bradford, founder and chief product officer of FluentWorlds, added, We believe our focus on apps, video gaming, and 3D technology, along with this partnership with Topica, point to a groundswell of momentum around 3D language learning.  The partnership was introduced through Tim Doner, the worlds youngest hyperpolyglot who speaks over 20 languages. He is also the global brand ambassador for FluentWorlds.  FluentWorlds is a privately held company that specializes in the delivery of flexible and sophisticated language programs via immersive 3D and virtual reality experiences that users can access via their mobile devices or desktop and engage with as if they were video games. The company's proprietary speech recognition and accent reduction feature is revolutionizing language learning. See more on FluentWorlds and Perfect Pronunciation at www.FluentWorlds.com and through this short video: https://vimeo.com/203390395.  Topica Edtech Group is a leading online education provider in Southeast Asia. Topica Native provides online English speech tutoring courses in Thailand, Indonesia and Vietnam, and was the first in the world to launch an Augmented Reality app for speech tutoring. Topica Edumall is the largest platform of short-skill courses in Thailand and Vietnam. An earlier Topica initiative was personally launched by the Microsoft Chairman Bill Gates. Topica employs 1,400 full-time staff and 2,000 instructors throughout Southeast Asia. For more information, visit www.topica.asia.",2017-04-11,"Their combination of powerful pedagogy with gamification, unique 3D graphics and real-time speech recognition will create a very engaging ...",FluentWorlds Partners with Topica to Bring English Language ...,http://www.businesswire.com/news/home/20170411005238/en/FluentWorlds-Partners-Topica-Bring-English-Language-Learning
17,"In 2016, an unusually high number of bright, shiny objects were waved in the faces of media executives: Virtual reality! Live video! Artificial intelligence! Personalization! Voice! Bots!  Like all good media executives, many of them pounced, and by the end of 2016, publishers big and small were declaring theyd opened VR studios, built bot teams and unleashed crack squads of live video mavens to help them win the internet.  But now, reality has set in. By some estimates, augmented and virtual reality are a decade away from becoming mainstream technologies. Bots and the artificial intelligence that powers them are much more valuable to retailers than they are to media companies. Live video barely works for anything besides sports, and by the time you read this, Facebook and YouTube will probably have changed their minds about what kind of video theyd like media companies to make (again).  There is, however, one exception to this rule. Even though the number of voice-powered devices like the Echo, Dot and Google Home sold by the end of 2017 is expected to be far below the number of people that, say, go fishing every year (about 33 million), voice will have more effect on media  both positive and negative  than any of the other whizbang technologies that have grabbed so many headlines the previous two years.  Voice works   While people expect artificial intelligence and virtual reality will be ready for prime time eventually, the speech recognition technology that makes voice possible is already here. In 2010, machines could understand about a million words at about 70 percent accuracy. By 2015, that number had risen past 10 million, and at about 90 percent accuracy, according to Google research that Kleiner Perkins Caufield Byers analyst Mary Meeker shared in 2016.  Getting to 100 percent, where Google or Alexa (or something else we havent met yet) understands words we mispronounce, or utter by mistake, is probably another few years away. But today, its possible to ask an assistant about almost anything, and people are asking: according to Hound, a voice-enabled platform built by Shazam competitor Soundhound, its active users pose Hound multiple questions every day, on a wide variety of topics.  Andrew Ng, chief scientist at Baidu, says that half of all internet queries by 2020 will be done either through voice or speech.  The hardware is already here   Another big piece of this puzzle thats already been solved is hardware. It could be years before Oculus Rift (which costs $600 and requires a powerful PC with serious graphics processors) become widely affordable and before smartphones that can handle live video streaming are ubiquitous.  Meanwhile, an Echo Dot will set you back just $50, and pretty much every smartphone on the market can handle cloud-powered voice queries. And if you dont have your phone on you, thats not necessarily a problem, either.  Its not just your phone, your Amazon Echo, says Beerud Sheth, founder of voice and chat development platform Gupshup. In addition to the Echo and Google Home, Ford, VW and BMW are all working on cars that have Amazons voice platform, Alexa, inside them. Google Assistant, which is expected to become standard on high-end Android smartphones, is also expected to make its way into Android Auto, an operating system available in a growing number of connected automobiles.  And that, Sheth says, is just the beginning. Soon, voice platforms will be accessible from smart devices that we would never consider technologically advanced. Its your toaster oven, maybe even your table and chair, Sheth says.  The advertising infrastructure is there   Whenever a new medium emerges, it takes a while to figure out what its advertising will look like (or, in this case, sound like). But voice has a head start. Thanks to nearly a century of terrestrial radio advertising, publishers including The Washington Post are already monetizing their flash briefings on Alexa.  And once Google and Amazon add the ability to programmatically target listeners, the money is going to flow. Audio advertising is already projected to account for nearly 12 percent of marketers budgets and programmers ad placements by the end of 2017, more than double the share it claimed in 2015, according to a survey conducted by Ad Age and The Trade Desk.  Add in the ability to claim an offer, or make a purchase directly through a media companys skill, which is expected to be possible by the end of 2017, and its on: Suddenly, voice becomes a way to drive transactions, subscriptions, and other meaningful revenue sources  What radios always been missing is a direct back channel, said Pat Higbie, the founder of XAPP Media, a digital ad developer and a top Alexa developer. What we have here is the intimacy of radio as well as the instantaneous feedback from users.  The money for future innovation is already there   Amazon has set aside up to $100 million to invest in companies that it thinks could boost voice. An accelerator program, created in partnership with the mentorship-focused accelerator firm Techstars, will launch in July. And while Google does not have a similar voice-oriented fund, partners at its venture capital arm, GV, have said that they think voice is going to be the future.  They are very invested in identifying use cases theyre not thinking about internally, says Cody Simms, who heads accelerator programs for Techstars, said of Amazon.  The platforms are already there   If theres one thing guaranteed to inject rocket fuel into a new idea or technology, its goliaths like Google, Amazon or Microsoft battling to own its ascent. Consider what competition between Facebook and Google did to increase the profile of streaming video.  That fight will be good for speeding the innovation thats sure to occur on Google Assistant, Alexa et al. But what will be most interesting is seeing what happens when that innovation starts to really distinguish these nascent platforms from one another.  For now, there is very little that separates Google from Amazon. But once Google allows users to control things like Gmail, or Gcal, or YouTube from Assistant, or starts using peoples search histories to personalize each listeners voice experience, its going to be very different from Amazon, which in turn will have access to an enormous trove of user purchase history, intent and other data.  People arent going to want to have to interact differently, depending on what microphone theyre talking to, said David Beisel, a partner and co-founder at NextView Ventures. Theres a lot of complication there.  But thats not a problem for right now. For now, the stage is set for voice to take off. And while Amazon, Google and Microsofts long-term strategic visions for voice may differ, theyre all going to be focused on the same thing, for now.  If they want to foster a rich ecosystem, Beisel said, theyre going to have to reward folks for it.",2017-04-10,"While people expect artificial intelligence and virtual reality will be ready for prime time eventually, the speech recognition technology that ...",Can you hear me now?: Voice picks up steam as bot hype fades,https://digiday.com/media/can-hear-now-voice-picks-steam-bot-hype-fades/
18,,2017-04-06,"AutoCorrect and speech recognition software should be like the other half of an old married couple, always finishing our sentences perfectly.",Ben Bromley: Smartphone can't Finnish my sent tenses,http://lacrossetribune.com/news/local/ben-bromley-smartphone-can-t-finnish-my-sent-tenses/article_943eb98f-8215-552d-8a25-1fda9299c8bd.html
19,"Microsoft's rollout of Windows 10 Creators Update has begun, complete with a privacy dialogue box shown by default to all users.  When will you get the update Microsoft says the first phase will target newer devices  we will then expand the Creators Update release to additional devices based on the feedback.  The process will take several months, but if you are impatient, you can upgrade immediately using the Update Assistant.  Windows 10 Mobile is also being updated, with rollout for phones beginning on April 25.  The notification that an update is ready comes in the form of a dialogue asking you to review your privacy settings. If you defer reviewing your settings, you also defer the update. The privacy settings review screen is simplified, with an on/off switch for five categories: Location, Speech recognition, Diagnostics, Tailored experiences with diagnostic data, and Relevant ads.  Enjoy this screen while you can see it though, because you cannot easily get back to it. Changing privacy settings after you click Accept is a matter of going back to the privacy section in Settings, with 18 categories at last count. Another oddity is that the simplified settings screen does not reappear (in my testing) if another user signs in, even though they are per-user settings.  A further complication is that the Cortana app has its own settings. When installing this update, you may see a dialogue prompting you to Use Cortana, or Not now.  This states that Microsoft collects and uses information including your location and location history, contacts, voice input, speech and handwriting patterns, typing history, searching history, calendar details, content and communication history for messages and apps, and other information on your device. In Microsoft Edge, Cortana uses your browsing history. If you choose to accept, but later change your mind, the setting is rather buried. You have to open Cortana, click the Notebook icon, then About Me, then Sign out.  Privacy matters aside, once you install Creators Update, future updates will download more quickly thanks to Microsofts new Unified Update Platform which enables differential downloads.  Despite the companys intense upgrade campaign, Windows 10 remains behind Windows 7 in terms of global installed base. Statcounter shows Windows 10 at 34 per cent versus Windows 7 at 47 per cent. View by region though, and the picture changes. In the UK, Windows 10 is at 50 per cent versus 7 at 35 per cent; and in the USA 44 per cent versus 41 per cent. Figures vary according to who you ask, but adoption is happening.  Should you upgrade Creators Update is a misnomer; the real value of this release is in numerous small improvements to Windows. Many of these are listed in our review; but there is more. Business users will like the MBR2GPT utility, for example, which helps you convert a drive to GPT partitioning without destroying data, enabling migration to UEFI (Unified Extensible Firmware Interface) in place of BIOS, and security features including Device Guard and Secure Boot. Note that this tool alone is not sufficient; you will also need to change system firmware settings.  Developers should note new capabilities in the Windows 10 application platform, listed here. Notable features include app streaming, which lets users launch an application before it is fully installed; a new system-wide Tasks API; Project Rome which now lets you have an application on Android which hands over seamlessly to a Windows application when you start working on a PC; and new extensions for the Desktop Bridge, which lets wrap Windows desktop applications so they can be installed and managed like UWP (Universal Windows Platform) applications. Among other things, these extensions make it easier to transition users from an existing installation of your application to a Desktop Bridge version.  Windows 10 is getting better, but while its share of Windows installations grows, Microsoft will be aware of another key statistic, that Android has crept ahead as the most used platform for accessing the internet. Windows still dominates the desktop, but the ascendancy of mobile continues. ",2017-04-11,"The privacy settings review screen is simplified, with an on/off switch for five categories: Location, Speech recognition, Diagnostics, Tailored ...",Windows 10 Creators Update general rollout begins with a privacy ...,https://www.theregister.co.uk/2017/04/11/windows_10_creators_update_general_rollout_begins_complete_with_privacy_dialog/
20,"Research provides partial guidance. In her April Physics Today feature, ""From Sound to Meaning,"" University of Connecticut cognitive scientist Emily Myers recounts her group's discovery that people retain what they've learned in a language class better if they go to bed before they get the chance hear a lot of their own language during the rest of the day. Evening classes are better.  That and other findings draw on big strides in a cross-disciplinary effort that is currently advancing understanding of how people derive meaning from sounds.  Myers starts off by explaining phonemes, the ""abstract units of perception and production that, when swapped, produce a change in the word."" Phonemes vary across cultures. For example, for an English speaker, the ""r"" and ""l"" are heard as distinct phonemes. In contrast, the Japanese do not have distinct ""r"" and ""l"" phonemes. To a Japanese listener, ""play"" and ""pray"" sound the same.  Myers is not only talking about linguistics here: Physics is important too for turning vocalizations into understanding. For example, differences in voice onset time (VOT), the speed with which a sound is vocalized, bear on how the sound is interpreted. She describes how the human mind becomes adept at working with these and other variables so that speakers and their listeners can enter a community of understanding. It is a distinctly biological ability (at least for now), an observation that Myers supports by illustrating how Siri or Alexa speech-recognition interfaces go awry when they try to interpret rapid speech.  Yet, the human system for producing and understanding speech is not terribly resilient. Myers describes how we develop a communicative ability through ""perceptual narrowing,"" which may lead to skill and perceptiveness for the inevitable situations where communication occurs amidst interference. What follows perceptual narrowing is ""perceptual entrenchment,"" also an inevitability. One not-so-fortunate byproduct is adults' difficulties with new languages or unfamiliar accents.  So, if you are puzzled why Siri sometimes misunderstands you or why children learn languages better than adults do, turn to Myers's article. It's freely available on Physics Today's website, and can be accessed directly here:  Explore further: Why deaf people can have accents, too  More information: Emily B. Myers. From sound to meaning, Physics Today (2017). DOI: 10.1063/PT.3.3523   ",2017-04-11,"It is a distinctly biological ability (at least for now), an observation that Myers supports by illustrating how Siri or Alexa speech-recognition ...",Scientists make strides explaining how we discern language,https://medicalxpress.com/news/2017-04-scientists-discern-language.html
21,"This fintech CEO says AI-powered voice recognition and text transcription let traders communicate with one another without typing or picking up a phone.  IfNader Shwayhat, CEO of fintech firm of GreenKey Technologies, has his way every conversationon the trading floor will be instantly recorded, transcribed and stored as soon as it happens. As banks and hedge funds pay ever-closer attention to bad behaviour after a litany of scandals, his firm uses an AI-driven speech recognition tool to keep tabs on the trading floor.  Shwayhat is a veteran of venture-backed fintech businesses focused on trading and big-data analytics and holds patents on chat-based trading communication technologies. He said that advanced voice interfaces and AI-driven speech recognition represent the next wave of innovation on trading floors.  When you look at the trader voice market, which is based on economic models and technologies that are decades old, we havent seen disruptive innovation yet, but were looking to change the entire definition of a voice turret, Shwayhat said.  We essentially created an app that can be installed on a smartphone, tablet, laptop or desktop computer, which offers a lot more capability aside from being able to focus on the data that is in the phone calls, he said.  Were going to be scaling and growing the business over the next 24 months, with a lot of growth in the New York City area, Singapore and Hong Kong, Shwayhat said. Well be scaling our support services and sales staff here in New York and internationally as well  in Europe, mainly London, and Asia, well primarily be hiring in the front office, and the development team managed out of Chicago will be expanding as well.  GreenKey is looking to hire engineers and computer developers with experience working in JavaScript, Python and HTML5.  WebRTC is what our core stack is based on, Shwayhat said. Were hiring developers in Chicago, and data science is a massive aspect of what we do, so well look to add PhDs in data science.  Between full-time employees and advisory consultant staff our headcount is currently around 20, and I can envision that doubling or tripling within the next 12-to-18 months, with approximately two-thirds of the hiring to be in New York, London and Hong Kong.  Back in 2004, Shwayhat co-founded Pivot, an instant-messaging startup geared toward financial services that was spun off from his previous employer Eze Castle Integration and eventually bought by CME Group, a derivatives exchange.  Post-acquisition, he became the new parents global head of sales and marketing and co-founded CME Direct, an internal, acquisition-driven startup offering technology tools for traders.  Most recently, Shwayhat was the global head of sales and business development for Novus Partners, a portfolio intelligence company specializing in big data and analytics for institutional investors and asset managers.  Like many successful fintech entrepreneurs, Shwayhat is an engineer. He earned a Bachelors degree in mechanical engineering and a Masters degree in financial and operations engineering from the University of Michigan.  What career advice can he give to tech-savvy students interested in a career in financial services or fintech  Financial services is one of the largest employers of tech graduates in the country, specifically the market we play in, financial technology, Shwayhat said. Fintech is a massive area, and beyond the traditional banking, consulting and trading skills sets, finance and math are primary.  Computer science probably one of the most valuable majors in financial services, because every trader is having to also be a quant developer in their own right, he said. Bankers have to have tech skills to evaluate M&A opportunities, beyond the finance and math backgrounds that people traditionally think about.   Follow @danbutchrwrites",2017-03-30,"As banks and hedge funds pay ever-closer attention to bad behaviour after a litany of scandals, his firm uses an AI-driven speech recognition ...",This firm is using AI to keep tabs on investment banks' traders,http://news.efinancialcareers.com/us-en/278764/ai-speech-recognition-trading-greenkey-fintech
22,,2017-04-12,Google realized six years ago that the AI speech-recognition technology that it was deploying to users required the storage of vast amounts of ...,Why Facebook Is Doubling Down on Its AI,http://host.madison.com/business/investment/markets-and-stocks/why-facebook-is-doubling-down-on-its-ai/article_aa26ea86-620a-5f15-a529-250a4af36772.html
