,Contents,Date,Summary,Title,URL
27,"76-year-old Mr Tan is at the doctors for his backache. While he waits for his appointment, a robot trundles up and asks for his symptoms. Later, the doctor prescribes a mobile app with exercises.  This could well be the future of healthcare in Singapore. Its national health robotics lab  Centre for Healthcare Assistive and Robotics Technology at Changi General Hospital  is researching and testing new ways to deliver care and improve staffs productivity.  GovInsider spoke with Selina Seah, the centres director and Assistant Chief Executive of Changi General Hospital, to find out what lies ahead.      Smart hospitals  Singapores ageing population is leading to more complex diseases, people living longer and fewer caregivers  what Seah calls a triple tsunami. The government plans to build smart hospitals to deal with this onslaught using robotics.  Changi General Hospital has started by automating logistics. Transport robots have been working in the hospital since last year, moving documents, drugs, specimens and linen. They navigate obstacles on their own, and are linked with the hospitals fire alarm system for emergencies. The hospital next plans to use robots to move heavier objects, like patient beds.  It is also researching roles for robots to interact directly with people. We are looking at robots to be the interface between humans, she says. For instance, robots could get information from patients while they wait to see a doctor.  A third area for robots is in precision medicine. The hospital is researching whether robots can be used for surgeries and rehabilitation. They can help in making sure that the treatment is consistent and precise, far more than a human, says Seah. Robots would be able to pinpoint the exact location of tumours, for instance, and do less damage doing surgeries.  The hospital is researching whether mobile apps can be used for treatments. We are look at working with certain researchers and also industry players, she says.  Chronic diseases are on the rise, and their treatment involves lifestyle changes. For instance, drugs only do half the work for diabetes, Seah says. Patients must also exercise and watch their diet. How do we prescribe that part and ensure that can be complied to  Mobile apps can help by gamifying healthcare, she says. Apps can track their performance and use the data to motivate patients to change their behaviour. People challenge themselves if there is a goal to be challenged on, Seah says.  Singapore is not the only one looking at health apps. The US Food and Drug Administration is looking at certified mobile health apps, Seah says, while South Korea and European countries are fighting to enter.  Such apps are yet to be clinically trialled, however. They must be tested to ensure that patients recover faster. Its no different from the rigour one needs to go through for drugs, she says.  Even with new treatments, every person reacts uniquely to exercise, drugs and food. Doctors have to try various combinations to find out what works best for each patient. When the trials dont work and diseases get more complicated, it becomes a huge burden to the whole society. This is the problem here for us in Singapore, she says.  Singapore is looking at how it can use personalised treatments to prevent complications. Its a five-year research programme which has just started, Seah says, targeting diabetes, stroke and cardiovascular diseases.  The country has already taken the first step towards it. It has built a national electronic health records system. It is now looking to build predictive algorithms that can analyse data, like blood sugar readings, and recommend personalised treatments. This would be able to alert individuals and hospitals before people fall seriously ill.  The vision for smart hospitals could become a reality in three to five years, she says. A few things that will need to change to make way, however.  Robots will take over some jobs, people will need to be retrained. We foresee the need to transform the workforce in the next five to ten years, Seah says.  Security will have to be improved with the increased use of data analytics. Some mobile health technologies are still hackable, she says. Singapore will need to be a step ahead on cyber security issues.  A third challenge is coordination across government. There are many personal views about robotics, she says, and even more about health robots. Getting all the stakeholders to agree on funding priorities has been a rather long engagement. The health robotics lab plays a crucial role in bringing all the stakeholders on the same page.  A visit to the doctor in the future could mean a prescription of mobile games and treatment by robots.",2016-07-07,This could well be the future of healthcare in Singapore. ... robotics lab – Centre for Healthcare Assistive and Robotics Technology at Changi ...,How will robots help run Singapore's hospitals?,https://govinsider.asia/digital-gov/how-will-robots-help-run-singapores-hospitals/
30,"Social robot Pepper is being piloted at My First Skool Jurong Point , to complement pre-school learning through collaborative play and interactive storytelling. Photo: Toh Ee Ming",2016-05-31,SINGAPORE — When Pepper the robot was first rolled into a classroom ... where technology-enabled toys were introduced to 160 pre-school ...,"Robots in pre-schools 'make lessons interactive, fun'",http://www.todayonline.com/singapore/robots-pre-schools-solar-powered-wi-fi-among-spores-infocomm-plans
32,"A spider-like reconnaissance robot and a rounded toilet bowl devoid of crevices are two of 36 projects that have been awarded the Singapore Good Design Mark this year.  Launched by the Design Business Chamber Singapore (DBCS) in 2013, the mark aims to recognise well- designed products and services. So far, 176 projects have received the award.  While this year's showing is smaller than last year's, when there were 45 winners, DBCS president Tai Lee Siang notes that the quality of projects has improved.  ""I see higher standards of design. There's been stiff competition in the last two years and people have to work harder to get to where they are,"" says Mr Tai, who attributes the smaller pool of entries to the economic slowdown.  Entries are judged according to six criteria, including sustainability, which means that projects had to minimise their environmental footprint.  The mark aims to show the public what good design is and that the concept of design is beyond aesthetics, says Mr Tai. ""People still have a very narrow definition of design. They think that design is about interior or aesthetic design, but everything that you can see, touch and feel has an element of design.""  Here are five winning works.  Inspired by paddy fields around South-east Asia, this Housing Board project features a terraced design, providing inhabitants with panoramic views of the nearby Punggol Waterway.  It is the first HDB project near a waterway to have a rain garden on the circumference of the blocks, which helps filter and purify rainwater before it enters the waterway.  With solar panels installed on the taller buildings, the HDB blocks are self-sustainable in energy as the solar panels alone can power the lighting of the project's public areas, such as the void decks and corridors.  This project was designed by architecture firms Aedas and Group8asia. The design will inspire other similar housing developments along waterways, says HDB's deputy director of design implementation, Mr Quek Ser Bock, 50.  When faced with hazy conditions, many will choose to take a break from exercising outdoors.  However, when faced with that problem in China, Airmotion Laboratories' founder chose instead to come up with this face- mask solution.  Fitted with a PM2.5 filter, which is able to keep out the smallest polluting particles in the air, the mask comes with a tiny built-in fan that allows more air to pass through the replaceable filter.  This allows the user to breathe in more air at a go, says its designer Leonard Tan Bahroocha, 41, who developed the product with the maskmaking company's founder Bibi Ho, 46.  The mask is designed to fit the user's face securely to ensure that no polluted air is let in. Other user- friendly features include adjustable straps that go round the back of the neck instead of at the ears, so it does not interfere with eyewear.  The mask is available at www.falconpev.com.sg and retails at $98, but is now out of stock.  3 SCORPIO URBAN RECONNAISSANCE ROBOT BY SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN  This invention seems to have come out of a science-fiction novel as the spider-shaped robot is the first of its kind to be able to crawl, climb walls and roll.  Specially designed for urban reconnaissance missions, the 12cmtall robot is capable of taking photographs and mapping out areas in 2D.  Created by a team from the Singapore University of Technology and Design, the robot will help ensure the safety of its security personnel.  The design was inspired by an endangered spider species, says the project's head researcher, Dr Mohan Rajesh Elara, 34.  ""We looked to nature to extract design principles,"" he says, adding that the robot's rolling feature was inspired by the spider's ability to roll down surfaces with minimal effort.  Despite the complexity of its design, the robot can be operated easily through a mobile application, he says.  For more information, go to temasek-labs.sutd.edu.sg  Unlike bulky, kiosk-like health monitoring stations used by healthcare providers, this portable health monitor was designed with ease of use in mind.  Measuring about 30cm in height, the device can be easily deployed by healthcare personnel and be used to monitor a user's key vital signs, such as blood pressure and weight. This data can then be transmitted to a community nurse through the device's software.  To use the device, a user taps his identity card at the side and the screen will display his health profile. The device also has Bluetooth capabilities, enabling it to work with other measuring devices.  ""Even though the functionalities aren't novel, by bringing them together in such a cohesive package, the Mobile Health Monitor stands out as the first of its kind,"" says the project's lead designer Nigel Geh, 27.  While this rounded toilet bowl - which has fewer crevices on its exterior that could trap dirt - might look simple, it had to be carefully designed to retain its functionality.  For example, it allows users to sit on it comfortably without their calves touching the bottom of the toilet bowl, says its lead designer Tan Boon Han, 29.  The toilet bowl boasts an anti- bacterial coating and is 25 per cent more water-efficient than a regular one, using a maximum of 4.5 litres for a full flush. It is part of a larger series of bathroom products by Rigel.  Go to www.rigel.com.sg for details.",2017-03-17,A spider-like reconnaissance robot and a rounded toilet bowl devoid of crevices are two of 36 projects that have been awarded the Singapore ...,Small spider-shaped robots bag Singapore Design Mark,http://www.straitstimes.com/lifestyle/home-design/singapore-designs-make-their-mark
33,"As technological advancements continue to impact societies, businesses and citizens in Singapore must prepare for jobs to be affected and learn to use new digital tools more effectively.  The government itself would need to ensure its employees could do the same, said Minister for Foreign Affairs and Minister-in-Charge of Smart Nation Vivian Balakrishnan. He revealed that the Singapore government's CIO agency GovTech today signed an agreement with the National University of Singapore (NUS) to jointly develop processes and ways to boost cybersecurity in the public sector.  The university also would provide training for 10,000 public servants in data science over five years, said Balakrishnan during his keynote Wednesday at the IoT Asia 2017 conference.  Noting the role of Apple iPhone in driving the smartphone market over just a decade since its debut, the Singapore minister said the volume of mobile internet traffic also had rapidly increased since 2007 when it was measured in petabytes. Today, online traffic from mobile devices was measured in exabytes, clocking 7.2 exabytes a month at end-2016 compared to just 15 petabytes in 2007.  He also recalled how he talked about Boston Dynamics' Atlas robot at the same conference last year, which was able to open glass doors and regain its footing after slipping. Today, Atlas was able to rollerblade and jump over obstacles.  The vast improvements in languages, game playing, and agility, amongst others, within one year demonstrated the pace of learning and skills acquisition of robots far exceeded that of humans, he said.  Jobs would be disrupted and middle-class white-collar work as well as wages would be impacted, Balakrishnan said, noting that this was a real-world challenge that politicians anywhere in the world could not ignore.  He added that it would be ""far too simplistic and populist"" to use walls and barriers as a prescription, likening such efforts as using anaesthesia to numb the pain. Instead, he stressed the need to help businesses and employees adapt to the digital revolution.  ""People, companies, and nations that master technology first will have enormous reach because their market is global. Our challenge is to democratise these new technologies so as to empower all our citizens to harvest the opportunities more broadly,"" he said, adding that this, in turn, would generate jobs.  GovTech's collaboration with NUS, for instance, would develop the necessary syllabus to help public servants better use data and digital tools, he noted. This would improve government services and the way performance was measured. He also urged local companies and employees to determine if their skills were updated and ready to ride the digital revolution.  Balakrishnan also pointed to the Singapore government's various smart nation initiatives, which focused on tapping digital technologies to improve efficiencies and service delivery. Such efforts included the development of a national IoT (Internet of Things) and sensor communication backbone, also dubbed the Smart Nation Platform. This network would facilitate the sharing of data sensors rolled out by government agencies such as lamp posts, which would be tested as nodes for deploying sensors, beacons, and connectivity.  The minister added that four banks--DBS, OCBC, UOB, and Standard Chartered Bank--currently were part of a pilot to access personal information via the Singapore government's MyInfo portal, which enabled citizens to provide their data that then could be used for electronic transactions. In the trial, for instance, citizens could log into their SingPass account so their personal data could be passed on to the bank to facilitate the opening of an account.  The Monetary Authority of Singapore (MAS) also was putting in place plans to deploy a Central Addressing Scheme this year to facilitate digital cash transfers. This would enable mobile phone numbers or business unique entity numbers to be linked to bank accounts, so funds could be transferred without the need to give out bank account details. In addition, MAS was working to introduce a Unified Point of Sale terminal at checkout counters to eliminate the need for different POS terminals and simplify payment platforms for retailers.  The government was keen to encourage the use of electronic payments with such initiatives, Balakrishnan said, noting the current lack of incentive to move to a cashless environment because other payment modes including cash and credit worked so well in the country.  Charles Reed Anderson, founder of Charles Reed Anderson & Associates, also lauded the Singapore government's recent move to reorganise its organisational structure to finetune its focus on smart nation.  This had led to the creation of a new Smart Nation and Digital Government (SNDG) Group, parked under the Prime Minister's Office, to enable the government to be ""more integrated and responsive"". The new unit would comprise employees from three existing government departments including the Ministry of Finance's Digital Government Directorate and the Ministry of Communications and Information's Government Technology Policy department.  Speaking during his keynote at IoT Asia, Anderson said internal collaboration and coordinated efforts were key to successful implementations of IoT and smart city projects. This also would provide a common platform for data sharing, which was critical in IoT-driven initiatives.  Balakrishnan said: ""Collectively, the SNDG group will tighten linkages between planning and implementation, and allow us to be more agile in driving digital government and building Singapore as a smart nation.  Citizens, too, needed to be consulted early, said John Baekelmans, managing director and vice president of Belgium-based research institute IMEC, which specialised in nanotechnology and digital technologies. The company currently was helping the Belgium city of Antwerp with its smart city initiative, officially launched in January this year.  ""You need to work around a quadruple helix setup--comprising citizens, private companies, research organisations, and the public sector--where typically the citizen centric approach is the most important to consider [but] typically forgotten in a smart city environment,"" said Baekelmans, who was a speaker at the conference. ""One lesson we learnt is that citizens have to be consulted early. Trials can then be run based on the problems they want to solve.""  From there, data collected through IoT sensors could provide policy planners a picture of how to address the problems, he told ZDNet, adding that more datasets could be further collected to assess if improvements had been made.  ""It is crucial that citizens believe in a project [and] that their lives will be improved by it,"" he said. Putting in place the right customer panels for smart city applications and securing customer buy-in proved most challenging, he said, adding that once these use-cases were established, the rest would fall in place. He noted that technology selection should be the last piece of the puzzle, not the key driver of smart city projects.  ""Many smart city projects are top-down driven because you need the government to be able to effect changes to infrastructure. However, this also means that sometimes citizens are not consulted early enough and their needs not reflected,"" Baekelmans explained. ""Having that focus on citizens makes it more likely they will take up your digital service.""  He added that it remained challenging to seamlessly connect the different technologies since not all were open or based on industry standards. Security and privacy also were key considerations across any smart city framework, which meant IT vendors sometimes would have to be pushed to ensure compliance.  To better drive its smart nation trials forward, he suggested Singapore worked with its citizens in a ""living lab"" model and prepared to accept failure in order to understand why some technologies were rejected and learn from that. For instance, projects could fail because citizens felt the services were unnecessary or intruded on their privacy.  Balakrishnan also stressed the importance of cybersecurity, which he said was a key prerequisite of Singapore's smart nation efforts. ""Critical control systems must be protected even as we make them smart. We must ensure our digital identity framework and e-transactions are secure and robust,"" he said, adding that the government would continue to work with industry players and experts on this.  He also pointed to GovTech's collaboration with NUS, which would include establishing methods to bolster cybersecurity for government agencies.  Through such efforts and its smart nation initiatives, the Singapore government hoped to ensure the country was ready to embrace market changes ""from a position of strength"".  ""There is a digital revolution that is disrupting jobs and having a major impact on wages,"" the minister said. ""The [global] political disquiet is reflective of a revolution and the real choice for governments worldwide is whether you try to insulate, build walls, and avoid facing the reality of this revolution; or take the opposite approach to be open and prepare your people with the relevant skills and abilities so we can ride and surf the waves of this revolution.""",2017-03-29,"As technological advancements continue to impact societies, ... He also recalled how he talked about Boston Dynamics' Atlas robot at the same ...",Singapore government warns digital revolution will impact jobs,http://www.zdnet.com/article/singapore-government-warns-digital-revolution-will-impact-jobs/
34,"Minister S Iswaran with a communications robot called Rimo, primarily meant for use in healthcare settings, by Panasonic Systems Solutions Asia Pacific, yesterday. Photo: Jason Quah",2016-11-01,"SINGAPORE — The use of robots in Singapore, which is well-positioned to tap into such technology given its infrastructure, will not be at the ...","Robots will help transform jobs, address manpower constraints ...",http://www.todayonline.com/tech/robots-will-help-transform-jobs-address-manpower-constraints-experts
35,"In Singapore, service comes with robotic smile",2016-09-18,"In Singapore, service comes with robotic smile ... The AI technology combines information from indicators such as blood pressure and heart ...","In Singapore, service comes with robotic smile",https://www.ft.com/content/04fbcae2-7d51-11e6-bc52-0c7211ef3198
36,"New buildings in Singapore may soon be inspected by a high-tech robot armed with laser scanners and cameras capable of spotting the tiniest cracks and defects.  SINGAPORE: New buildings in Singapore may soon be inspected by a high-tech robot armed with laser scanners and cameras capable of spotting the tiniest cracks and defects.  Named the ""Quality Inspection and Assessment Robot"" - or QuicaBot, it was invented by scientists from Nanyang Technological University, and co-developed with Singapores national industrial developer JTC and local start-up CtrlWorks for over a year.  The robot can move autonomously to scan a room in minutes, using an array of sensors and cameras that include:  1) A small laser scanner for navigation and mapping;  2) A large laser scanner to inspect walls' evenness and squareness;  3) An Inclinometer to check the evenness of the floor;  4) A thermal infrared camera to check for hollowness in tiles;  5) A small standard colour camera to detect cracks on walls.  Developers say their solution is more accurate, reliable and consistent than a fully manual inspection done by human inspectors with measurement tools like a spirit level and set square. For instance, inspections typically done by sampling points might miss possible errors which will not be overlooked by the robot as it can scan the entire space., according to its developers. Neither will the robots tire across the 36 hours of operation time they get on a single 2 hour charge.  Several of these robots could also work together, uploading 3D data of the scans to the cloud for a human operator to inspect critical and complex defects. They could also handle much of the routine, tedious inspection work and free up human inspectors to focus on areas that require more expertise and judgement to examine.  The key aim is to automate and speed up the building inspection process according to standards set by the Building and Construction Authority, said Project Leader from Nanyang Technological University's School of Mechanical and Aerospace Engineering Assistant Prof Erdal Kayacan.  ""Visual inspection of a new building is an intensive effort that takes two inspectors, so we have designed a robot to assist a human inspector to do his job in about half the time, saving precious time and manpower,"" said Asst Prof Kayacan.    Having cleared small-scale lab testing, QuicaBot will be test-bedded at suitable locations within JTCs industrial developments like JTC Space @ Gul in the first quarter of 2017. Success there could see further scaling up to other projects and commercialisation.",2016-09-20,New buildings in Singapore may soon be inspected by a high-tech robot armed with laser scanners and cameras capable of spotting the tiniest ...,Robotic inspector to speed up building checks,http://www.channelnewsasia.com/news/singapore/robotic-inspector-to-speed-up-building-checks/3144064.html
38,"Its a weekend, but these children are back at school.  Theyre not brooding over the extra class: in fact, quite the opposite. Theyre happily queuing up in a makeshift supermarket, smiling and bobbling about. Why is this exercise so fun for them The cashier happens to be a robot.  This is all part of a new scheme to prepare young Singaporean pre-schoolers for the future. The technology assists them with social development, and prepares them for a world of digital assistants and robotic colleagues. In five to 10 years, they might see a robot in the checkout counter, notes Adrian Lim, director of education at the Infocomm Media Development Authority.  IMDA is leading this new pilot project in partnership with the Softbank robotics company and Nanyang Technological University. GovInsider spoke with the key players to find out more.  Two Singaporean preschools have been trialling out Softbank robots since June. Two humanoid assistants  Pepper and Nao  teach geography, emotional skills, and recycling, amongst other lesson plans. For example, in one class a robot listens to a teacher read a story and gives emotional responses according to the plotline. Each trial class comprises roughly 12 to 16 students.  Why start in preschools Children aged five to six have underdeveloped cognitive capabilities, explains Chen I-Ming, Director of the Intelligent Systems Centre at NTU. At this younger age, I think its a good time to shape them. Once children are older than 10, they are less intrigued by robots.  This is, in fact, Lims second pilot using robots in Singaporean preschools. Last year, he launched the Playmaker scheme, where children used educational toys to learn vocabulary, logic, sequencing and navigation with educational toys. Robots assisted with the basics of the curriculum.  Now, he says, we have gone beyond introducing toy robots. This trial uses more advanced equipment for a broader range of tasks. Were interested in seeing how robots can support the teaching and learning process in the classroom.  How is Singapore doing this  Lims team approached the pilot methodically. First, they had teachers read books to the classes explaining to them what robots are. When you introduce any new technology, you cant just put the tech into the classroom without preparing the ground, Lim says. I dont think you can assume that kids know everything about robots, so it lies on the teachers to educate them.  Equally, teachers had to be given some technical understanding, and were consulted on potential lesson plans. At any point before the lessons were rolled out, everybody gave their input, Lim says.  Meanwhile, NTU provided academic expertise and looked to see how the two humanoid robots could be used appropriately. In each specific lesson, we utilised different robot capabilities, explains Chen. The reason why we can keep the kids excited, because everytime they see the robots, they can do something different, he adds.  There have been mixed results in the past five months. The teachers felt that robots in the classroom were a useful addition: There was higher retention, and a lot of kids look forward to coming to school, he says.  However, success is very much dependent on discipline in the classroom. Every child wants to rush toward the robot and touch it, he says. Teachers have to manage that instinct and ensure the class does not get overexcited.  Teachers should also have some technical understanding, he says. This indicates the future skills needed in the education profession. You need the teacher to be able to manage on the ground if the robot malfunctions. Lim recalls an instance when Peppers battery ran out: the teacher successfully turned it into a lesson on electricity and batteries.  The tech does currently have its flaws. For example, the robots only have a battery life span of 30 minutes  just enough to cover a class, Chen says; and it cannot recognise your voice in very noisy environments.  But for Lim and his colleagues, this pilot project is just the tip of the iceberg. Moving forward, you have really got to bring everybody together  the teachers and the industry players with the best tech, he says. Robots fascinate children, and they can provide support to teachers on a vital area of cognitive development.  Will the scheme soon be adapted by the masses Currently we are studying the findings, Lim says, consulting both NTU and Softbank on the best move forward. We think there is scope for us to deploy this to more pre-schools.  One characteristic of a Smart Nation might be the younger generation flocking to schools just to meet their robot classmate. After all, one day a robot could be their future colleague too.",2016-11-15,The cashier happens to be a robot. This is all part of a new scheme to prepare young Singaporean pre-schoolers for the future. The technology ...,Exclusive: Singapore is using robots to teach social skills,https://govinsider.asia/innovation/exclusive-how-are-robots-teaching-social-skills-in-singapore/
39,"An innovative robotic system that can clean building exteriors using water jets or give new coats of paint is now ready to serve customers in Singapore.  It is co-developed by local pioneer in automated controls and biometric contactless systems ELID Technology International and Nanyang Technological University, Singapore (NTU Singapore), ranked 4th globally for Engineering & Technology in the recent Quacquarelli Symonds (QS) World University Rankings by Subject 2017.  Named OutoBot, this patent-pending automation is locally built and will improve productivity while enhancing workplace safety. It needs only half the manpower to run and can work for longer hours as compared to manual methods.  For the washing or painting of a building faade, a team of five is usually required - two on the ground and roof top, with three cleaners or painters on the gondola.  Instead, Outobot requires only two workers - one operator on the ground and one as a safety officer.  It has a robotic arm equipped with a camera and a spray nozzle that can shoot high-pressure water jets to clean surfaces or to spray paint. No painters or cleaners are required to be on the system's specially built gondola.  ELID's first innovation in robotic automation was envisaged in response to the Housing & Development Board (HDB) call for proposals to automate the painting of external HDB building faades, so as to enhance worker safety and increase productivity.  Managing Director of ELID Technology International, Mr Dennis Lim, who first came up with an idea of the robotic system, said it would tackle productivity issues for painting buildings in line with Singapore's Smart Nation vision.  ""With Singapore's rapidly aging workforce, we need to find ways to enable our employees to continue contributing despite their advanced years,"" Mr Lim explained.  ""Using our new robot, we have shown that a labour-intensive job can transformed into one that can be easily done by an older worker, and at the same time eliminating the risk of employees having to work at heights,"" added Mr Lim.  Professor Chen I-Ming, Director of the NTU Robotic Research Centre who jointly led the development of OutoBot, said the project is an example of how the university leverages its engineering expertise to improve productivity, while enhancing worker safety.  ""Our aim is to make the cleaning and painting of high-rise buildings easier, safer and more cost-effective,"" explained Prof Chen, who teaches at NTU's School of Mechanical and Aerospace Engineering. ""By using spray painting over conventional roller painting, our robot is also more precise and efficient, minimising waste and saving paint.""  ""To tackle Singapore's manpower challenges, NTU has a strong research focus on robotics, which is set to fill an important gap in the productivity and automation needs of the industry. We can now do more with less manpower.""  OutoBot comprises of a robotic arm with six-degrees of freedom mounted on a specially designed automated gondola and weighs under 500 kilogrammes.  Powered by a conventional power outlet, the robot can scan the exterior surface of a building using a camera and automatically plot the areas to spray paint or clean while avoiding the windows. It also gives a more consistent coat of paint as compared to the manual methods.  Apart from saving up to 50 per cent manpower requirements, it can speed up both the cleaning and painting process by about 30 per cent since it does not need a break. The automated system also minimises wastage, saving up to 20 per cent of paint.  To speed up the process at the same building, multiple systems can be deployed.  Next phase: Trials in industrial and residential areas  The made-in-Singapore OutoBot is now patent pending and has been put through its paces at an industrial building located at Ubi, in the eastern part of Singapore. It is now ready and will be deployed for an upcoming project over the next few months. It will also be tested on selected public housing blocks, in consultation with HDB. Through the trials, HDB will work with ELID to refine or customise the robot's design to better suit its building designs and facades.  ELID, together with NTU's innovation and enterprise arm NTUitive, are now in talks with other companies as well as government agencies to deploy the robot at other suitable commercial and residential properties.  A research-intensive public university, Nanyang Technological University, Singapore (NTU Singapore) has 33,500 undergraduate and postgraduate students in the colleges of Engineering, Business, Science, Humanities, Arts, & Social Sciences, and its Interdisciplinary Graduate School. It also has a medical school, the Lee Kong Chian School of Medicine, set up jointly with Imperial College London.  NTU is also home to world-class autonomous institutes - the National Institute of Education, S Rajaratnam School of International Studies, Earth Observatory of Singapore, and Singapore Centre for Environmental Life Sciences Engineering - and various leading research centres such as the Nanyang Environment & Water Research Institute (NEWRI), Energy Research Institute @ NTU (ERI@N) and the Institute on Asian Consumer Insight (ACI).  Ranked 13th in the world, NTU has also been ranked the world's top young university for the last three years running. The University's main campus has been named one of the Top 15 Most Beautiful in the World. NTU also has a campus in Novena, Singapore's medical district.",2017-03-15,"To tackle Singapore's manpower challenges, NTU has a strong research focus on robotics, which is set to fill an important gap in the ...",NTU Singapore and ELID Technology develop robot to wash and ...,https://www.eurekalert.org/pub_releases/2017-03/ntu-nsa031517.php
40,"Traditionally, robots sit in the factory within a finite space and with fixed rules, a safe distance away from its human operators. Today, the capabilities of robots have grown and humans and robots can almost work hand in hand. This may have resulted in the fear of robots for taking over jobs or the loss of the ""human touch"".  Against the backdrop of the tightening labour market and rising manpower costs, adopting robotic technology could potentially boost productivity, in addition to strengthening competitiveness and generating growth, whilst retaining staff employment. Studies have shown that robotics and automation have made a positive net effect on labour demand in the Europe and United States regions1.  Robotics has been identified as a growth sector in the international marketplace. Having a headstart in building competitive and differentiated robotics ecosystem may prove to be beneficial. According to the International Federation of Robotics Statistical Analysis and EU Roadmap 2013, the global robotics industry is projected to grow from US$20b today to US$80b by 2025.  China, already the global leader in the robotics sales market, will continue their quest at adopting robotics, targetting to achieve a robot density of 150 units by 2020. The Republic of Korea and Japan are hot on the heels of China2. Japan, already a known robotics powerhouse, has plans to triple its spending on intelligent machines to 2.4t yen by 20203. Robotics is also one of the pillars of Singapores future economy, with strong government support in the form of the National Robotics Programme.  The path to adopting robotics  starting with cobotisation   The path to adopting robotics has to be a well-planned one, and a good starting point would be to redesign work spaces to allow for an inclusive workplace where humans and robots can work together in a collaborative and mutually reinforcing way  cobotisation.  It is possible for a degree of artificial intelligence, perhaps a form of ambient intelligence, in robotic technologies to create effective engagements between man and machine. With the current advancements in sensor technology, visual analytics, and machine learning, robots are emerging as a viable working mate in both traditional settings and for new applications across industries.  At Tung Lok Group, it takes only two chefs to operate a cooking robot that can prepare up to 60kg of food. Smarter robotic arms are being developed to ensure safety and to minimise errors and wastage, monitored by technically-savvy human controllers. Small business owners such as toys and jewellery makers can also save time by automating some of their processes with automated 3D printers. The possibilities of robotics assisting humans are endless.  Getting ready for the change   Like any form of transformation, stakeholders would have to understand the business' stance and embrace the shift towards cobotisation. Business owners, especially small and medium enterprises (SMEs), must take the first step in understanding how robotics technologies can help their business stay competitive and look into the potential funding opportunities to ease them into the path of robotic technology adoption.  Small businesses can also participate in incubator programmes or training workshops established by industry leaders. ABB's Regional Robotics Packaging Application Hub features demo units to allow customers, partners, and ABB to run trials with actual products, assemble robotics systems, and run tests. Such innovation platforms benefit the emerging companies and are good best practices that could be adopted to fit their needs.  Before taking the plunge into the drive for robotics and automation, employers should start redesigning jobs and equip employees with new skills to prepare them for the shift towards cobotisation. They could also tap on funding and re-skilling opportunities available through the government or industry associations. In Singapore, we have the National Robotics Programme, which pledged $450m to help companies apply robotics and automation solutions.  Industry support is key   The transformation of the business should also be supported by the government agencies and industry associations.  Organisations such as SPRING Singapore has already taken steps to encourage more enterprises to adopt digital and automation solutions with its recently launched industry-specific roadmap. By partnering the Workforce Singapore to re-skill labour, the agencies will ensure a holistic transition, starting with the food services and retail industry.  The success of the first VendCaf, a food vending machine, is a prime example of the possibility of shifting towards robotics and automation. It not only requires 70% to 90% less manpower, but is also available 24/7 to consumers. There are already plans to launch more of such machines around the country.  1Study of Mannheim Centre for European Economic Research (ZEW) and the University of Utrecht, 2016; and World Robotics Report 2016. Source: http://www.ifr.org/news/ifr-press-release/world-robotics-report-2016-832/   2World Robotics Report, 2016.   3Announced by the Japanese Prime Minister Shinzo Abe at the Japans Robot Revolution Initiative Council on May 15, 2015. Source: http://www.bloomberg.com/news/articles/2015-05-28/japan-unleashes-a-robo...",2016-12-11,"Against the backdrop of the tightening labour market and rising manpower costs, adopting robotic technology could potentially boost ...",Cobotisation – the solution to Industry 4.0 in Singapore,http://sbr.com.sg/information-technology/commentary/cobotisation-%E2%80%93-solution-industry-40-in-singapore
